aX,aY,aZ,gX,gY,gZ
-0.293,-1.643,-1.688,1.526,47.729,-74.280
-0.232,-1.686,-1.613,-18.860,15.930,-56.152
-0.167,-1.326,-1.048,-18.738,-29.114,-9.766
-0.224,-1.102,-0.833,-6.104,-56.946,27.710
-0.270,-0.584,-0.519,-2.686,-57.556,33.264
-0.177,-0.110,-0.346,-2.747,-29.053,26.306
-0.172,-0.001,-0.342,-1.404,-10.803,14.709
-0.093,-0.206,-0.483,8.667,14.954,-14.221
-0.044,-0.347,-0.596,13.306,20.142,-23.682
0.005,-0.639,-0.852,14.160,27.161,-31.799
0.021,-0.773,-0.938,8.484,26.917,-32.288
0.040,-0.900,-1.067,-3.662,19.043,-26.855
0.068,-0.906,-1.091,-7.629,11.414,-22.827
0.093,-0.792,-0.988,-13.855,-6.470,-11.475
0.069,-0.751,-0.905,-13.794,-16.724,-2.563
-0.003,-0.713,-0.811,-12.085,-16.541,-0.488
0.008,-0.714,-0.814,-5.554,-9.949,0.916
0.009,-0.718,-0.830,-3.967,-7.446,2.686
-0.010,-0.707,-0.843,-3.967,-5.676,7.080
-0.022,-0.690,-0.844,-4.395,-5.859,8.240
-0.023,-0.660,-0.868,-3.906,-4.272,8.423
-0.020,-0.663,-0.869,-1.709,-5.432,8.362
-0.022,-0.650,-0.869,-2.014,-6.836,9.644
-0.037,-0.609,-0.841,-2.991,-10.132,11.169
-0.045,-0.590,-0.824,-1.526,-10.376,10.620
-0.051,-0.561,-0.795,-0.061,-8.911,10.132
-0.065,-0.560,-0.803,1.404,-6.531,8.728
-0.073,-0.559,-0.816,1.709,-4.822,6.653
-0.063,-0.570,-0.823,2.380,-2.502,1.770
-0.055,-0.568,-0.830,2.380,-1.221,0.122
-0.043,-0.563,-0.847,1.038,-0.122,-0.671
-0.044,-0.571,-0.847,-2.502,-2.808,-0.977
-0.046,-0.569,-0.834,-3.906,-4.150,-0.427
-0.039,-0.556,-0.833,-4.028,-5.371,-0.916
-0.046,-0.555,-0.818,-3.235,-6.348,-1.038
-0.067,-0.574,-0.786,0.000,-6.653,0.244
-0.071,-0.587,-0.777,1.526,-6.042,0.854
-0.073,-0.615,-0.793,2.258,-4.272,0.793
-0.069,-0.621,-0.803,2.441,-3.235,0.549
-0.044,-0.619,-0.798,2.380,-3.235,0.732
-0.059,-0.587,-0.783,0.244,-5.066,3.174
-0.064,-0.570,-0.779,-0.488,-5.127,3.540
-0.079,-0.573,-0.795,-0.183,-4.578,4.150
-0.082,-0.579,-0.819,1.160,-3.662,4.028
-0.073,-0.604,-0.839,2.014,-2.625,3.662
-0.071,-0.615,-0.832,-0.427,-4.089,4.333
-0.071,-0.622,-0.821,-2.747,-5.005,5.493
-0.082,-0.593,-0.814,-5.310,-6.714,8.606
-0.084,-0.581,-0.814,-4.883,-7.080,9.521
-0.088,-0.586,-0.802,-3.845,-8.057,9.949
-0.080,-0.600,-0.802,-3.601,-7.629,9.705
-0.072,-0.604,-0.804,-3.479,-7.568,9.888
-0.064,-0.596,-0.798,-3.662,-6.775,9.705
-0.056,-0.595,-0.836,-2.014,-4.700,7.812
-0.031,-0.630,-0.836,-1.343,-4.272,7.141
-0.006,-0.643,-0.870,-2.930,-5.554,8.972
-0.002,-0.624,-0.872,-3.723,-7.019,10.254
0.010,-0.622,-0.861,-3.723,-11.414,11.719
0.021,-0.629,-0.855,-4.761,-17.578,13.245
-0.004,-0.624,-0.833,-6.592,-20.447,14.038
-0.026,-0.613,-0.786,-9.338,-23.010,14.771
-0.033,-0.613,-0.759,-8.667,-22.888,15.442
-0.066,-0.641,-0.739,-7.080,-21.912,16.602
-0.069,-0.658,-0.753,-7.507,-19.958,17.029
-0.033,-0.666,-0.781,-8.423,-15.076,18.066
0.004,-0.658,-0.809,-7.629,-14.709,18.738
0.025,-0.663,-0.808,-6.836,-15.381,19.104
0.039,-0.649,-0.798,-7.935,-18.860,22.766
0.038,-0.636,-0.781,-9.399,-21.057,25.391
0.041,-0.608,-0.732,-10.925,-23.315,25.635
0.048,-0.622,-0.694,-12.085,-20.996,25.085
0.055,-0.646,-0.687,-13.672,-18.372,24.902
0.083,-0.676,-0.730,-18.799,-13.306,26.123
0.095,-0.706,-0.749,-19.897,-13.062,26.794
0.141,-0.734,-0.780,-22.583,-15.076,29.297
0.148,-0.718,-0.796,-21.729,-17.944,32.043
0.159,-0.732,-0.789,-18.066,-19.836,31.189
0.176,-0.793,-0.766,-13.916,-20.935,32.776
0.183,-0.797,-0.770,-14.587,-20.813,35.583
0.181,-0.771,-0.754,-17.700,-20.447,40.344
0.175,-0.765,-0.745,-19.043,-20.447,45.044
0.164,-0.789,-0.722,-22.095,-19.043,47.974
0.170,-0.783,-0.695,-29.541,-17.212,57.434
0.168,-0.794,-0.677,-35.278,-15.869,62.561
0.159,-0.802,-0.647,-46.875,-12.146,68.542
0.181,-0.803,-0.636,-52.124,-9.644,69.824
0.210,-0.755,-0.641,-60.303,-3.906,73.242
0.205,-0.669,-0.692,-58.655,14.648,67.749
0.256,-0.629,-0.755,-34.729,2.258,59.265
0.272,-0.666,-0.722,-20.081,-3.662,49.255
0.294,-0.731,-0.729,-17.578,-6.592,49.561
0.298,-0.726,-0.691,-20.691,-13.794,49.561
0.295,-0.724,-0.675,-25.818,-17.029,47.424
0.313,-0.731,-0.631,-34.546,-18.372,42.542
0.317,-0.759,-0.622,-36.255,-15.076,43.396
-2.587,-2.308,-0.796,94.482,51.331,-236.084
-2.977,-3.321,-1.055,71.411,60.852,-202.332
-2.337,-4.000,-1.663,104.980,126.282,-132.080
-1.986,-3.712,-1.955,137.695,116.638,-66.345
-1.615,-2.682,-1.765,128.479,85.815,-29.907
-1.133,-1.502,-1.208,65.735,27.832,-23.010
-0.831,-0.750,-0.817,24.597,15.015,-30.029
-0.343,0.956,-0.438,-28.992,30.396,-42.725
-0.069,1.221,-0.269,-27.405,64.697,-49.805
-0.314,0.714,-0.494,15.076,62.134,-81.055
-0.401,0.240,-0.843,64.392,71.533,-68.604
-0.482,-0.635,-1.411,106.140,65.735,-24.963
-0.538,-0.934,-1.550,105.347,46.265,-6.226
-0.538,-1.229,-1.583,88.684,3.235,20.569
-0.514,-1.197,-1.541,71.838,-10.193,27.649
-0.486,-0.833,-1.154,24.475,-24.292,22.095
-0.412,-0.591,-0.997,3.723,-25.146,0.000
-0.246,-0.087,-0.682,-20.569,-24.353,1.953
-0.211,0.114,-0.623,-24.719,-20.935,-10.376
-0.164,0.156,-0.580,-14.282,-9.949,-15.991
-0.181,-0.048,-0.649,3.235,-3.723,-19.958
-0.211,-0.203,-0.735,12.878,-1.343,-19.043
-0.285,-0.552,-0.891,21.545,1.526,-15.564
-0.309,-0.693,-0.946,20.874,1.404,-10.254
-0.308,-0.789,-0.978,12.207,-4.456,3.357
-0.289,-0.707,-0.920,3.906,-12.207,10.803
-0.226,-0.639,-0.903,0.671,-14.954,12.939
-0.180,-0.479,-0.872,-2.197,-18.372,14.160
-0.171,-0.434,-0.847,-1.892,-19.348,13.000
-0.160,-0.416,-0.811,1.892,-18.860,8.789
-0.194,-0.423,-0.779,2.136,-17.212,6.531
-0.238,-0.481,-0.779,2.380,-9.949,1.526
-0.228,-0.515,-0.786,1.709,-5.432,1.160
-0.219,-0.522,-0.822,-1.465,-0.183,4.333
-0.213,-0.475,-0.875,-1.587,2.991,6.836
-0.186,-0.492,-0.935,2.563,0.732,2.563
-0.187,-0.504,-0.929,3.052,-0.366,1.892
-0.184,-0.527,-0.926,2.625,-2.197,4.639
-0.191,-0.509,-0.888,-0.061,-4.639,6.165
-0.192,-0.490,-0.890,-0.854,-6.104,5.798
-0.195,-0.480,-0.862,-2.197,-6.897,6.592
-0.190,-0.472,-0.863,-2.075,-5.798,7.935
-0.193,-0.495,-0.875,-1.404,-6.042,8.728
-0.189,-0.503,-0.875,-1.404,-6.714,7.202
-0.186,-0.513,-0.854,-2.991,-6.775,6.653
-0.185,-0.514,-0.856,-4.028,-5.188,5.859
-0.182,-0.508,-0.861,-3.723,-4.395,5.737
-0.180,-0.512,-0.850,-2.930,-4.333,5.249
-0.180,-0.486,-0.842,-4.150,-3.601,6.836
-0.169,-0.466,-0.841,-4.822,-3.174,7.019
-0.168,-0.454,-0.849,-6.531,-4.211,7.385
-0.163,-0.434,-0.857,-6.226,-4.395,8.545
-0.163,-0.428,-0.851,-3.113,-5.066,7.263
-0.164,-0.451,-0.848,-1.953,-4.700,6.287
-0.166,-0.467,-0.853,-1.587,-3.540,6.165
-0.155,-0.480,-0.875,-2.747,-3.235,5.859
-0.154,-0.492,-0.892,-4.089,-3.113,5.005
-0.146,-0.500,-0.905,-4.150,-3.845,5.127
-0.121,-0.517,-0.922,-2.380,-5.859,6.409
-0.119,-0.514,-0.919,-2.197,-7.629,7.568
-0.137,-0.504,-0.882,-3.357,-10.864,10.681
-0.148,-0.504,-0.867,-4.395,-11.230,10.620
-0.149,-0.504,-0.854,-4.639,-10.620,10.315
-0.132,-0.509,-0.855,-4.517,-8.606,9.399
-0.120,-0.503,-0.872,-4.272,-7.812,9.705
-0.137,-0.530,-0.869,-4.028,-9.460,10.925
-0.137,-0.534,-0.866,-4.333,-10.742,11.414
-0.147,-0.542,-0.852,-6.653,-10.498,11.841
-0.147,-0.538,-0.841,-9.094,-9.155,13.550
-0.148,-0.528,-0.838,-10.071,-9.033,14.465
-0.144,-0.507,-0.840,-10.132,-9.155,16.052
-0.140,-0.504,-0.849,-7.690,-8.606,16.357
-0.145,-0.541,-0.839,-4.395,-9.338,16.296
-0.147,-0.557,-0.850,-4.761,-8.423,19.775
-0.138,-0.549,-0.849,-5.188,-8.423,20.630
-0.150,-0.541,-0.835,-6.287,-9.277,20.935
-0.161,-0.539,-0.825,-7.080,-9.216,21.118
-0.165,-0.563,-0.808,-8.606,-7.568,21.118
-0.161,-0.572,-0.808,-10.559,-6.653,22.095
-0.163,-0.545,-0.851,-14.771,-4.700,24.414
-0.160,-0.547,-0.873,-17.517,-6.653,21.973
-0.175,-0.544,-0.875,-20.081,-9.399,21.118
-0.180,-0.513,-0.850,-24.292,-13.062,19.165
-0.178,-0.520,-0.843,-24.109,-13.245,18.372
-0.178,-0.535,-0.849,-19.409,-12.695,20.386
-0.134,-0.549,-0.847,-13.245,-11.658,26.123
-0.134,-0.561,-0.850,-10.498,-11.475,28.687
-0.115,-0.569,-0.831,-10.376,-14.404,31.311
-0.120,-0.591,-0.828,-10.864,-15.442,32.471
-0.134,-0.636,-0.838,-12.268,-17.273,33.264
-0.127,-0.642,-0.840,-12.878,-17.761,33.142
-0.086,-0.611,-0.848,-14.465,-17.639,31.799
-0.061,-0.594,-0.817,-16.479,-19.348,27.039
-0.043,-0.616,-0.802,-18.250,-20.081,24.780
-0.026,-0.653,-0.812,-23.193,-19.348,24.109
0.002,-0.667,-0.824,-24.353,-18.921,24.170
0.029,-0.665,-0.842,-22.522,-17.517,27.832
0.043,-0.655,-0.856,-15.381,-17.700,30.457
0.052,-0.645,-0.857,-12.329,-18.738,30.273
0.054,-0.650,-0.848,-10.010,-19.714,30.579
0.027,-0.696,-0.840,-11.475,-21.423,30.762
0.053,-0.741,-0.840,-19.043,-24.109,32.349
0.056,-0.731,-0.831,-23.804,-25.757,33.875
0.064,-0.736,-0.813,-30.151,-28.625,38.879
0.078,-0.728,-0.808,-30.945,-29.846,41.504
0.081,-0.732,-0.775,-31.799,-32.593,46.082
0.082,-0.727,-0.752,-32.043,-32.776,50.537
0.113,-0.749,-0.773,-31.006,-32.471,52.307
0.163,-0.806,-0.829,-30.090,-37.170,58.228
0.196,-0.832,-0.845,-30.945,-43.518,63.477
0.196,-0.760,-0.783,-35.828,-61.218,78.491
0.163,-0.707,-0.721,-37.292,-67.810,84.473
0.100,-0.608,-0.595,-36.804,-67.627,84.045
0.097,-0.562,-0.554,-18.738,-50.964,67.871
0.152,-0.567,-0.547,-26.062,-41.382,57.068
0.223,-0.641,-0.624,-24.475,-27.344,39.978
0.247,-0.676,-0.665,-26.917,-23.865,35.522
0.290,-0.657,-0.722,-31.677,-25.940,35.889
0.294,-0.660,-0.724,-31.677,-30.151,38.940
0.976,1.022,0.414,20.020,49.744,-77.087
0.772,0.921,0.337,46.448,67.627,-80.750
0.566,0.616,0.010,84.961,121.704,-103.577
0.481,0.446,-0.208,86.914,136.230,-115.845
0.242,0.223,-0.512,69.946,136.841,-130.798
-0.015,0.146,-0.679,58.167,122.803,-138.062
-0.401,-0.152,-0.813,44.373,77.209,-167.480
-1.328,-0.385,-0.792,45.166,62.195,-180.908
-2.043,-1.233,-0.815,74.951,82.031,-215.942
-2.187,-1.740,-0.917,99.609,114.929,-226.929
-1.919,-2.201,-1.280,142.395,179.932,-213.013
-1.757,-2.194,-1.477,150.452,192.871,-191.345
-1.614,-2.316,-1.649,125.183,173.218,-163.147
-1.153,-2.500,-1.824,89.966,147.522,-160.522
-0.725,-2.150,-1.534,2.747,78.186,-141.418
-0.677,-1.929,-1.300,-24.902,44.495,-115.906
-0.578,-1.580,-1.003,-16.174,4.150,-47.119
-0.508,-1.390,-0.977,0.488,-3.418,-12.512
-0.415,-0.819,-0.969,13.733,-6.226,43.640
-0.372,-0.518,-0.931,10.986,-7.751,62.195
-0.440,-0.158,-0.863,9.827,-21.973,62.622
-0.434,-0.159,-0.828,23.071,-20.203,38.330
-0.365,-0.395,-0.800,24.048,-18.616,25.513
-0.313,-0.583,-0.724,6.714,-19.836,4.700
-0.297,-0.609,-0.690,-5.798,-19.043,-2.197
-0.307,-0.526,-0.641,-24.231,-13.062,-4.272
-0.308,-0.476,-0.641,-14.282,-1.465,2.991
-0.255,-0.423,-0.682,-3.723,4.517,6.897
-0.216,-0.447,-0.756,10.559,11.841,15.076
-0.189,-0.452,-0.808,13.184,15.137,16.724
-0.160,-0.466,-0.917,10.681,18.738,9.094
-0.138,-0.483,-0.971,8.972,19.958,1.953
-0.089,-0.530,-1.000,4.089,15.564,-10.376
-0.073,-0.583,-0.990,-0.183,11.475,-14.465
-0.080,-0.697,-0.963,-6.592,3.662,-18.677
-0.081,-0.741,-0.944,-9.888,-2.930,-15.442
-0.076,-0.762,-0.908,-10.376,-4.456,-10.376
-0.079,-0.712,-0.865,-8.484,-5.798,-0.671
-0.095,-0.672,-0.837,-7.874,-6.897,3.906
-0.139,-0.604,-0.790,-6.592,-7.446,9.766
-0.149,-0.581,-0.784,-5.188,-5.676,7.080
-0.127,-0.615,-0.824,-0.549,-2.258,4.028
-0.106,-0.677,-0.845,0.244,-1.770,2.380
-0.099,-0.671,-0.861,-0.610,-1.465,3.906
-0.092,-0.650,-0.841,-1.892,-4.639,6.104
-0.100,-0.633,-0.825,-2.563,-8.240,9.644
-0.095,-0.576,-0.804,-2.380,-8.301,10.315
-0.098,-0.556,-0.755,-0.305,-9.094,10.132
-0.117,-0.556,-0.768,1.709,-7.324,9.338
-0.098,-0.581,-0.764,4.700,-2.625,5.615
-0.087,-0.589,-0.779,4.761,-0.061,4.028
-0.082,-0.602,-0.795,1.831,2.441,2.014
-0.072,-0.614,-0.839,1.099,2.991,2.258
-0.047,-0.616,-0.865,3.113,0.549,4.028
-0.056,-0.614,-0.862,3.662,-2.136,5.798
-0.074,-0.579,-0.844,4.028,-5.737,8.850
-0.073,-0.568,-0.820,3.967,-6.470,8.606
-0.090,-0.549,-0.793,3.601,-6.897,7.812
-0.094,-0.552,-0.791,4.272,-5.737,7.080
-0.091,-0.575,-0.819,5.493,-2.930,4.456
-0.084,-0.587,-0.841,5.798,-1.648,3.418
-0.080,-0.626,-0.857,5.920,-2.441,2.380
-0.090,-0.639,-0.857,4.700,-3.357,2.747
-0.087,-0.622,-0.848,1.282,-4.822,5.371
-0.085,-0.605,-0.845,-0.183,-5.859,6.775
-0.099,-0.568,-0.829,-2.319,-9.338,9.460
-0.107,-0.555,-0.817,-2.563,-10.437,11.475
-0.110,-0.548,-0.823,-1.831,-9.827,12.024
-0.104,-0.563,-0.838,-1.526,-8.728,12.817
-0.107,-0.576,-0.847,-2.686,-9.155,13.123
-0.100,-0.601,-0.857,-4.822,-10.681,13.550
-0.090,-0.618,-0.867,-6.348,-11.719,30.396
-0.073,-0.635,-0.875,-9.521,-14.404,19.653
-0.069,-0.619,-0.880,-12.329,-18.799,23.621
-0.069,-0.628,-0.874,-12.268,-21.301,24.353
-0.083,-0.639,-0.854,-15.747,-25.574,25.513
-0.090,-0.647,-0.851,-17.334,-25.513,25.818
-0.086,-0.672,-0.848,-20.874,-27.405,26.978
-0.078,-0.675,-0.834,-27.283,-33.203,30.029
-0.056,-0.681,-0.827,-31.006,-36.926,31.799
-0.056,-0.703,-0.811,-37.659,-43.823,38.879
-0.061,-0.699,-0.798,-40.466,-46.265,43.884
-0.071,-0.695,-0.734,-41.809,-49.377,54.993
-0.091,-0.687,-0.702,-40.527,-48.340,62.378
-0.109,-0.615,-0.682,-33.447,-37.598,76.599
-0.100,-0.559,-0.726,-13.000,-23.804,76.721
-0.078,-0.603,-0.738,-2.686,-20.142,71.228
-0.037,-0.750,-0.753,4.211,-16.724,63.660
-0.018,-0.796,-0.770,-0.183,-17.273,61.951
0.001,-0.810,-0.784,-6.958,-19.287,55.664
0.054,-0.808,-0.757,-21.606,-23.865,52.124
0.080,-0.815,-0.699,-28.625,-27.954,50.049
0.099,-0.859,-0.681,-29.785,-28.320,51.392
0.119,-0.895,-0.661,-31.677,-25.208,56.885
0.122,-0.915,-0.669,-31.982,-22.217,61.584
0.167,-0.964,-0.714,-29.907,-17.273,70.984
0.175,-0.953,-0.749,-29.480,-20.325,77.576
0.242,-0.843,-0.769,-28.931,-22.949,75.928
0.278,-0.738,-0.702,-34.180,-29.907,66.895
0.321,-0.712,-0.670,-36.499,-31.738,62.378
0.345,-0.685,-0.639,-37.048,-29.907,56.824
0.351,-0.670,-0.631,-36.560,-26.367,58.044
0.357,-0.649,-0.658,-28.442,-19.104,65.918
0.351,-0.683,-0.683,-20.752,-16.907,69.580
0.371,-0.845,-0.719,-7.202,-16.724,73.364
0.413,-0.852,-0.749,-18.127,-22.766,75.562
0.480,-0.753,-0.752,-27.466,-29.968,76.660
0.457,-0.675,-0.694,-34.546,-43.884,75.195
0.462,-0.620,-0.646,-32.227,-47.913,73.242
0.415,-0.577,-0.556,-23.987,-48.950,73.914
0.411,-0.617,-0.547,-15.503,-45.349,76.294
0.440,-0.765,-0.613,0.000,-37.903,83.130
0.476,-0.829,-0.647,-14.648,-42.542,88.501
0.512,-0.839,-0.641,-11.841,-49.011,90.637
0.523,-0.665,-0.518,-34.668,-60.730,88.440
0.509,-0.589,-0.464,-41.321,-62.866,85.144
0.489,-0.567,-0.355,-37.842,-59.692,83.801
0.491,-0.677,-0.335,-26.184,-53.101,87.158
0.558,-0.842,-0.372,3.296,-34.790,107.483
-1.258,-0.891,-0.802,0.183,0.549,-239.319
-1.474,-0.821,-0.788,-0.061,3.845,-238.708
-1.877,-0.820,-0.941,63.110,37.781,-220.337
-1.917,-1.130,-1.141,118.591,74.585,-211.060
-1.672,-2.587,-1.629,183.594,123.901,-231.995
-1.386,-3.418,-1.786,159.119,114.929,-260.254
-0.634,-4.000,-1.700,21.729,61.340,-288.452
-0.310,-3.913,-1.342,-39.734,35.889,-258.057
0.045,-2.874,-0.942,-49.683,29.175,-110.901
0.172,-2.442,-0.957,22.156,31.860,44.373
-0.171,-1.578,-0.872,44.495,15.808,98.694
-0.301,-1.144,-0.811,44.922,1.892,133.240
-0.349,-0.256,-0.742,20.569,-6.409,124.573
-0.235,0.322,-0.698,14.771,10.254,94.482
-0.020,0.408,-0.656,18.860,9.033,71.960
0.026,0.376,-0.618,24.841,5.676,47.607
0.040,-0.008,-0.651,27.161,1.160,6.104
0.039,-0.210,-0.670,18.311,1.648,-10.254
0.016,-0.512,-0.732,-3.357,4.761,-33.386
0.036,-0.578,-0.780,-13.611,4.456,-35.583
0.076,-0.593,-0.779,-11.536,2.319,-30.701
0.037,-0.608,-0.751,5.615,-0.183,-13.794
0.027,-0.624,-0.761,17.212,2.686,-4.700
0.031,-0.674,-0.832,28.015,9.888,5.615
0.056,-0.711,-0.877,25.024,10.315,5.127
0.090,-0.732,-0.899,18.005,3.052,-1.404
0.077,-0.701,-0.823,-1.099,-3.174,-3.235
0.043,-0.646,-0.767,-5.066,-6.592,-2.136
0.031,-0.598,-0.696,0.305,-5.188,2.991
0.026,-0.567,-0.694,6.531,-3.113,5.859
0.026,-0.593,-0.688,12.146,-0.427,8.362
0.032,-0.617,-0.694,15.747,3.540,10.193
0.053,-0.639,-0.720,18.188,8.667,11.108
0.080,-0.665,-0.762,19.775,13.428,10.986
0.099,-0.678,-0.802,19.226,15.747,10.925
0.119,-0.673,-0.845,13.916,14.771,9.705
0.145,-0.629,-0.889,9.888,11.780,7.690
0.146,-0.599,-0.874,5.859,6.897,5.615
0.135,-0.575,-0.837,1.465,2.014,4.150
0.113,-0.557,-0.807,-1.831,-1.343,3.235
0.103,-0.542,-0.798,-2.808,-2.441,2.014
0.110,-0.541,-0.806,-1.404,-1.587,-0.427
0.118,-0.568,-0.818,2.441,-0.061,-3.845
0.119,-0.626,-0.839,3.479,0.671,-3.357
0.118,-0.637,-0.847,3.723,1.343,-2.869
0.124,-0.648,-0.841,3.418,1.282,-2.869
0.123,-0.654,-0.831,2.014,-0.610,-1.709
0.108,-0.612,-0.811,2.197,-1.282,0.366
0.102,-0.607,-0.790,3.296,-1.831,1.770
0.094,-0.622,-0.775,4.272,-1.770,1.038
0.090,-0.629,-0.771,3.540,-0.610,0.488
0.093,-0.612,-0.778,2.869,1.221,0.244
0.104,-0.599,-0.807,3.906,3.723,-0.183
0.108,-0.605,-0.824,5.127,3.906,-0.061
0.112,-0.654,-0.844,4.639,1.099,-0.122
0.111,-0.664,-0.844,2.136,-1.221,0.061
0.117,-0.650,-0.816,-1.343,-5.005,1.221
0.098,-0.638,-0.790,-2.319,-6.775,2.197
0.088,-0.580,-0.769,-1.282,-6.104,5.615
0.088,-0.571,-0.762,2.930,-3.601,6.592
0.092,-0.571,-0.777,4.456,-2.136,6.531
0.106,-0.594,-0.794,3.601,-0.183,4.456
0.113,-0.596,-0.808,2.197,-0.061,2.930
0.128,-0.592,-0.823,0.488,-1.404,1.343
0.121,-0.590,-0.831,0.427,-2.808,1.709
0.109,-0.580,-0.807,1.099,-5.737,3.113
0.102,-0.574,-0.780,1.770,-6.592,3.601
0.087,-0.572,-0.739,1.343,-6.104,3.296
0.082,-0.574,-0.733,1.282,-3.662,1.587
0.082,-0.593,-0.750,1.343,-1.770,0.977
0.088,-0.613,-0.760,1.282,0.122,0.488
0.097,-0.601,-0.783,1.160,0.366,0.671
0.102,-0.594,-0.782,2.136,-0.244,1.892
0.096,-0.580,-0.773,2.930,-0.488,2.808
0.100,-0.579,-0.777,3.845,-0.488,2.380
0.102,-0.577,-0.767,2.930,-1.038,2.197
0.100,-0.587,-0.753,0.549,-1.465,0.000
0.106,-0.597,-0.760,-0.732,-0.854,-1.221
0.125,-0.611,-0.796,-1.038,0.427,-1.038
0.128,-0.618,-0.802,-1.404,-0.244,15.320
0.119,-0.622,-0.814,-1.831,-1.953,0.244
0.125,-0.621,-0.811,-1.343,-2.380,-0.610
0.126,-0.631,-0.806,-0.671,-2.625,-0.488
0.115,-0.621,-0.791,-0.977,-2.563,1.221
0.116,-0.612,-0.785,-0.732,-2.258,1.526
0.114,-0.599,-0.792,0.000,-0.427,2.014
0.124,-0.596,-0.813,1.099,0.671,2.441
0.135,-0.583,-0.832,2.075,0.305,2.930
0.135,-0.583,-0.827,1.709,-0.549,2.563
0.127,-0.606,-0.816,-0.244,-2.441,-0.122
0.129,-0.623,-0.813,-0.854,-3.357,-1.404
0.123,-0.655,-0.808,-1.343,-4.028,-0.671
0.119,-0.640,-0.802,-1.831,-4.333,1.282
0.118,-0.622,-0.793,-1.343,-4.150,2.502
0.117,-0.606,-0.792,0.488,-3.540,4.944
0.114,-0.607,-0.793,0.488,-3.784,5.493
0.113,-0.597,-0.792,-1.160,-4.028,5.310
0.112,-0.600,-0.789,-2.319,-4.517,4.028
0.112,-0.620,-0.789,-3.235,-4.761,3.540
0.114,-0.641,-0.797,-4.089,-4.761,4.028
0.121,-0.647,-0.801,-4.395,-4.944,5.066
0.127,-0.645,-0.808,-5.371,-5.554,7.996
0.134,-0.648,-0.805,-6.409,-6.287,9.216
0.132,-0.638,-0.794,-8.850,-8.789,11.169
0.126,-0.635,-0.782,-10.376,-10.132,13.794
0.123,-0.633,-0.771,-10.742,-10.803,15.198
0.131,-0.635,-0.769,-11.047,-12.329,17.822
0.141,-0.627,-0.790,-10.681,-14.221,19.653
0.160,-0.631,-0.805,-9.827,-19.165,22.034
0.174,-0.643,-0.802,-9.644,-21.851,23.010
0.183,-0.653,-0.801,-13.306,-26.367,25.696
0.181,-0.630,-0.792,-20.325,-30.884,22.583
0.172,-0.597,-0.755,-22.949,-31.494,21.118
0.148,-0.572,-0.695,-22.766,-29.968,18.494
0.154,-0.580,-0.678,-18.677,-26.001,18.738
0.229,-0.623,-0.735,-8.118,-19.897,23.437
0.286,-0.644,-0.782,-4.578,-22.339,29.053
0.265,-0.648,-0.800,-1.831,-38.330,44.739
0.240,-0.665,-0.778,-0.854,-42.847,49.622
-2.795,-2.025,-0.920,-88.074,46.265,-375.244
-2.937,-2.006,-1.351,-137.695,54.138,-384.155
-2.821,-1.409,-1.617,-12.756,82.397,-325.439
-2.621,-1.715,-1.587,291.260,89.905,-166.260
-1.893,-3.019,-1.783,385.315,92.285,-103.699
-0.788,-3.823,-2.007,313.904,85.449,-63.782
-0.424,-3.696,-1.736,188.721,60.608,-65.430
-0.438,-2.754,-1.135,-42.114,0.366,-47.852
-0.510,-2.123,-1.027,-97.168,-8.728,-21.301
-0.628,-1.002,-0.905,-101.807,-12.146,30.579
-0.549,-0.649,-0.928,-62.561,3.357,92.896
-0.446,-0.153,-0.975,21.973,21.301,107.483
-0.199,0.234,-0.885,61.096,19.714,116.028
-0.122,0.402,-0.807,57.556,12.207,104.614
-0.098,0.510,-0.728,35.889,5.371,59.570
-0.127,0.395,-0.689,29.785,10.315,31.860
-0.076,-0.068,-0.830,24.780,21.423,-7.446
-0.050,-0.298,-0.914,19.470,23.010,-19.165
-0.051,-0.507,-0.990,10.986,23.193,-26.306
-0.064,-0.699,-1.038,-8.179,13.855,-28.870
-0.056,-0.700,-0.924,-11.780,-3.845,-16.663
-0.087,-0.669,-0.843,-7.141,-12.085,-5.859
-0.147,-0.620,-0.740,6.165,-16.052,13.916
-0.152,-0.581,-0.719,10.498,-12.817,18.311
-0.145,-0.519,-0.711,10.864,-5.310,16.846
-0.136,-0.499,-0.730,8.545,-1.953,7.263
-0.100,-0.501,-0.779,4.089,5.371,0.305
-0.086,-0.532,-0.819,0.122,9.460,-11.230
-0.050,-0.593,-0.827,-1.831,10.010,-13.550
-0.024,-0.619,-0.839,-1.038,8.301,-12.268
-0.018,-0.635,-0.827,-0.244,5.432,-9.460
-0.051,-0.618,-0.813,0.183,-0.061,-2.319
-0.066,-0.589,-0.816,0.000,-0.610,0.305
-0.076,-0.578,-0.820,3.357,4.456,2.502
-0.075,-0.587,-0.847,6.226,7.446,2.197
-0.052,-0.615,-0.880,5.676,8.301,-1.648
-0.035,-0.612,-0.893,3.479,3.296,-3.662
-0.037,-0.626,-0.861,-1.587,0.854,-4.211
-0.044,-0.627,-0.846,-3.662,-0.732,-4.211
-0.036,-0.616,-0.813,-4.089,-1.343,-3.662
-0.041,-0.619,-0.812,-3.113,-1.221,0.000
-0.053,-0.618,-0.818,2.686,1.709,3.052
-0.057,-0.622,-0.828,6.042,3.784,7.324
-0.053,-0.646,-0.860,9.155,5.615,7.141
