aX,aY,aZ,gX,gY,gZ
-0.255,-0.346,0.913,-4.395,-0.061,5.554
-0.245,-0.373,0.928,-2.686,0.793,5.249
-0.244,-0.386,0.926,-1.892,2.380,5.981
-0.246,-0.391,0.915,-1.831,4.944,7.812
-0.246,-0.360,0.917,-1.709,5.615,8.911
-0.242,-0.312,0.897,-1.953,7.935,9.033
-0.249,-0.317,0.893,-2.380,7.202,7.690
-0.242,-0.310,0.874,0.427,6.775,5.859
-0.254,-0.318,0.870,0.366,4.456,4.456
-0.254,-0.358,0.876,-0.427,2.502,2.747
-0.252,-0.371,0.880,-1.709,-0.061,2.930
-0.252,-0.355,0.894,-0.732,0.244,3.784
-0.249,-0.325,0.881,-1.282,-0.671,2.930
-0.251,-0.329,0.885,-3.113,-0.854,3.052
-0.248,-0.349,0.912,-5.127,-1.099,3.601
-0.248,-0.352,0.934,-4.089,-0.427,3.723
-0.257,-0.371,0.944,-0.244,2.136,3.479
-0.258,-0.382,0.928,1.648,2.869,3.418
-0.263,-0.402,0.903,4.700,4.700,4.333
-0.270,-0.412,0.886,6.470,5.371,4.822
-0.269,-0.435,0.860,7.996,4.883,6.226
-0.273,-0.448,0.854,6.897,3.723,7.690
-0.267,-0.455,0.860,3.784,1.404,12.390
-0.279,-0.453,0.875,2.075,1.099,15.442
-0.265,-0.441,0.916,1.831,2.075,19.653
-0.273,-0.438,0.933,0.122,4.517,22.217
-0.264,-0.435,0.957,2.747,9.033,26.001
-0.265,-0.435,0.942,4.639,12.024,27.161
-0.290,-0.455,0.913,8.362,16.785,29.175
-0.285,-0.463,0.910,10.437,16.541,29.541
-0.284,-0.467,0.904,15.869,17.029,31.677
-0.292,-0.478,0.923,17.029,16.602,32.349
-0.299,-0.498,0.930,19.531,20.752,35.278
-0.293,-0.503,0.940,20.508,22.339,37.598
-0.281,-0.465,0.936,18.311,27.649,43.762
-0.280,-0.452,0.931,17.456,30.457,45.532
-0.273,-0.459,0.908,17.090,33.936,47.424
-0.274,-0.460,0.896,17.578,34.485,48.950
-0.272,-0.498,0.890,22.888,33.447,51.575
-0.263,-0.520,0.917,26.855,33.691,52.856
-0.271,-0.534,0.916,32.410,37.964,58.472
-2.010,-0.278,1.336,-159.302,-180.969,-143.311
-2.147,-0.605,1.602,-130.798,-190.613,-171.326
-2.103,-1.223,2.172,-118.591,-195.618,-189.087
-1.851,-1.443,2.409,-149.475,-176.208,-184.692
-1.028,-1.649,3.083,-156.738,-151.917,-182.861
-0.708,-1.734,2.591,-64.453,-43.335,-166.809
-0.745,-1.671,1.867,10.864,20.325,-143.555
-0.742,-1.342,0.768,82.153,71.533,-89.294
-0.680,-1.213,0.500,76.416,65.125,-56.641
-0.580,-0.771,0.467,21.423,38.025,17.090
-0.539,-0.497,0.552,-10.254,25.391,48.828
-0.529,0.017,0.788,-46.631,13.550,83.435
-0.496,0.263,0.859,-54.382,10.254,84.839
-0.381,0.437,0.886,-66.528,1.770,50.537
-0.348,0.356,0.824,-63.843,-0.732,26.428
-0.299,0.149,0.621,-48.157,-5.310,-6.165
-0.269,0.022,0.578,-48.340,-13.367,-16.174
-0.259,-0.273,0.746,-50.476,-32.898,-24.048
-0.232,-0.358,0.869,-51.880,-40.466,-20.142
-0.128,-0.378,1.068,-45.471,-42.419,-8.667
-0.115,-0.411,1.137,-37.415,-33.447,-2.991
-0.102,-0.430,1.272,-28.259,-24.841,1.099
-0.070,-0.306,1.215,-11.963,-5.127,5.859
-0.087,-0.245,1.153,-8.789,1.648,6.714
-0.124,-0.214,1.024,-3.784,9.888,3.601
-0.123,-0.219,0.993,-3.540,12.939,3.601
-0.118,-0.216,0.978,-4.822,11.047,6.470
-0.113,-0.224,0.999,-7.751,4.395,6.165
-0.117,-0.221,0.998,-10.498,0.366,7.935
-0.115,-0.178,1.007,-6.836,-3.113,8.362
-0.110,-0.117,0.981,-1.587,-6.653,4.700
-0.100,-0.140,0.989,-4.089,-8.545,-0.427
-0.099,-0.196,1.006,-4.517,-8.301,-1.099
-0.079,-0.207,1.010,-1.343,-5.798,-2.869
-0.077,-0.217,1.019,0.671,-4.700,-3.662
-0.078,-0.247,1.029,1.526,-1.221,-5.005
-0.082,-0.272,1.022,2.075,0.854,-5.188
-0.097,-0.274,0.985,3.540,3.052,-3.845
-0.104,-0.280,0.963,2.930,4.578,-2.563
-0.112,-0.253,0.939,4.150,2.075,0.732
-0.112,-0.228,0.933,1.892,0.793,3.479
-0.106,-0.203,0.969,-0.488,-1.099,4.333
-0.096,-0.190,0.976,-2.563,-2.441,3.723
-0.079,-0.202,0.977,-2.747,-4.272,0.793
-0.064,-0.212,0.990,-1.404,-4.028,0.793
-0.071,-0.242,0.991,-1.709,-4.333,0.549
-0.080,-0.263,0.994,-0.183,-3.845,1.831
-0.082,-0.281,0.994,-0.122,-2.869,3.479
-0.088,-0.288,0.981,-1.648,-0.244,8.362
-0.085,-0.275,0.973,-3.357,-0.366,10.620
-0.086,-0.226,0.967,-2.808,1.343,12.634
-0.094,-0.212,0.963,-4.028,0.427,12.024
-0.100,-0.176,0.926,-2.930,1.038,9.949
-0.098,-0.170,0.928,-2.014,-2.136,5.676
-0.094,-0.156,0.939,0.732,-3.052,3.784
-0.093,-0.164,0.942,0.183,-2.258,1.892
-0.096,-0.184,0.951,-0.427,-1.648,1.709
-0.093,-0.196,0.964,-1.587,-1.099,1.099
-0.083,-0.209,0.967,-2.380,-0.061,1.282
-0.090,-0.217,0.961,-2.441,1.404,0.916
-0.104,-0.231,0.922,-1.709,0.427,1.465
-0.107,-0.222,0.918,1.770,-0.549,2.686
-0.107,-0.184,0.920,1.343,-2.502,2.258
-0.117,-0.166,0.929,-2.014,-4.517,1.160
-0.118,-0.155,0.921,-1.709,-4.883,0.305
-0.122,-0.176,0.918,0.366,-4.150,-1.892
-0.124,-0.193,0.923,0.610,-4.822,-2.563
-0.115,-0.244,0.947,-3.662,-5.981,-1.709
-0.107,-0.251,0.971,-3.906,-5.493,-0.305
-0.096,-0.238,0.973,-1.892,-1.038,1.648
-0.101,-0.230,0.971,-2.991,-2.075,2.197
-0.107,-0.188,0.956,-3.479,-0.793,3.174
-0.107,-0.183,0.950,-2.075,-1.038,2.380
-0.105,-0.187,0.958,-1.953,-2.625,1.648
-0.090,-0.206,0.971,-0.977,-3.784,0.732
-0.084,-0.216,0.988,-0.549,-3.845,0.366
-0.080,-0.224,1.000,2.625,-2.136,0.061
-0.082,-0.231,0.994,2.686,-1.587,-0.122
-0.088,-0.227,0.978,0.916,-1.038,1.099
-0.087,-0.217,0.976,-3.235,-1.160,3.418
-0.084,-0.217,0.993,-2.991,-0.977,3.601
-0.083,-0.219,0.994,-3.418,-1.770,3.784
-0.084,-0.220,0.977,-2.686,-2.197,3.113
-0.091,-0.236,0.959,-1.221,-3.601,1.526
-0.089,-0.248,0.969,-1.892,-4.028,2.136
-0.077,-0.263,1.011,-2.747,-2.014,5.493
-0.084,-0.264,1.015,-3.296,-0.671,7.202
-0.080,-0.220,0.991,1.831,4.822,7.874
-0.081,-0.202,0.967,3.113,5.859,7.019
-0.093,-0.197,0.934,2.747,4.517,5.432
-0.091,-0.193,0.929,1.953,1.526,4.822
-0.093,-0.196,0.931,2.930,1.404,4.578
-0.094,-0.208,0.936,1.709,-1.831,3.662
-0.095,-0.220,0.943,2.747,-1.404,3.479
-0.093,-0.232,0.970,1.343,-2.930,3.967
-0.090,-0.227,0.975,2.380,-0.061,5.127
-0.114,-0.228,0.981,-0.549,3.113,6.775
-0.116,-0.234,0.985,-3.296,3.052,7.263
-0.118,-0.237,0.981,-2.136,2.625,7.080
-0.099,-0.237,0.986,1.526,4.333,7.202
-0.096,-0.234,0.984,3.845,4.822,6.958
-0.083,-0.251,1.001,5.859,4.822,7.751
-0.091,-0.248,1.000,7.568,7.812,9.888
-0.084,-0.250,1.003,10.864,10.193,11.414
-0.087,-0.246,1.007,12.146,12.695,12.146
-0.096,-0.253,1.024,16.357,16.296,13.184
-0.101,-0.261,1.003,19.897,22.766,15.320
-0.114,-0.265,0.994,23.621,27.588,17.334
-0.108,-0.275,0.950,26.367,37.476,22.034
-0.108,-0.262,0.937,26.184,42.236,24.475
-0.096,-0.253,0.896,18.738,46.936,28.015
-0.096,-0.276,0.895,12.268,48.645,29.785
-0.086,-0.266,0.922,6.653,51.880,30.029
-0.062,-0.268,0.956,5.554,62.622,30.457
-0.033,-0.249,0.955,7.324,69.458,29.907
-0.014,-0.256,0.967,5.005,80.444,28.748
-0.021,-0.269,0.961,2.563,82.764,27.649
-0.024,-0.286,0.955,1.465,86.975,25.940
-0.003,-0.284,0.979,3.784,89.661,25.452
-1.927,-0.544,1.432,-148.926,-147.217,-167.480
-2.108,-0.986,1.808,-164.124,-145.386,-160.950
-1.949,-1.442,2.239,-211.182,-119.263,-114.014
-1.652,-1.455,2.707,-246.948,-105.713,-142.944
-0.538,-1.687,2.816,-203.979,-94.238,-195.374
-0.123,-2.280,1.858,1.465,-38.025,-247.498
-0.246,-2.927,1.242,82.397,-5.127,-239.075
-0.848,-3.032,0.443,163.574,32.349,-123.413
-0.910,-1.957,-0.091,182.983,34.485,-1.587
-0.760,0.347,-0.323,90.393,7.446,178.650
-0.400,0.992,-0.077,-7.019,-15.015,201.721
0.103,1.357,0.827,-183.716,-64.453,162.537
0.131,1.176,1.139,-197.876,-69.092,112.793
0.090,0.543,1.285,-116.638,-45.837,-5.493
0.062,0.140,1.178,-69.031,-36.438,-49.072
-0.075,-0.678,1.068,-12.817,-23.254,-90.759
-0.138,-1.005,1.067,2.197,-7.385,-72.205
-0.196,-1.109,0.851,22.156,-1.404,-42.297
-0.188,-0.630,0.685,2.258,-0.305,16.418
-0.195,-0.437,0.669,-15.930,-4.211,33.630
-0.082,-0.115,0.831,-42.847,-15.686,44.250
-0.046,-0.052,0.904,-42.053,-21.851,37.598
0.005,-0.105,1.019,-29.236,-30.212,8.789
0.012,-0.215,1.037,-19.775,-29.297,-5.127
-0.002,-0.448,1.084,-7.019,-18.860,-14.465
-0.011,-0.495,1.082,-6.470,-10.864,-10.071
-0.046,-0.471,0.958,-5.981,1.099,1.038
-0.062,-0.433,0.852,-5.249,1.587,5.554
-0.069,-0.334,0.835,-5.432,-1.221,5.676
-0.068,-0.310,0.826,-9.644,-6.958,6.775
-0.032,-0.254,0.887,-12.329,-10.193,6.287
-0.002,-0.308,0.983,-15.930,-13.977,1.282
0.002,-0.363,1.026,-14.771,-13.123,-1.587
0.013,-0.425,1.050,-9.399,-4.639,-2.991
0.001,-0.459,1.017,-6.348,0.610,-2.747
-0.029,-0.468,0.955,-0.366,6.409,1.038
-0.032,-0.445,0.925,0.244,6.165,4.456
-0.039,-0.373,0.902,-1.709,5.249,6.104
-0.038,-0.316,0.876,-2.747,1.831,6.775
-0.030,-0.309,0.873,-2.747,-1.526,5.310
-0.007,-0.313,0.926,-2.319,-7.690,2.502
0.006,-0.320,0.963,-2.747,-9.460,2.136
0.010,-0.353,0.988,-3.723,-6.531,1.892
-0.001,-0.379,0.979,-3.235,-5.188,1.404
0.000,-0.398,0.972,-2.380,-3.113,1.831
-0.013,-0.407,0.965,-2.686,-0.977,3.174
-0.033,-0.409,0.925,-2.441,0.916,5.310
-0.033,-0.403,0.911,-2.808,0.366,6.104
-0.026,-0.368,0.922,-2.136,-0.671,8.484
-0.024,-0.354,0.930,-0.977,-1.038,9.155
-0.020,-0.324,0.941,0.000,-2.014,8.057
-0.020,-0.302,0.945,1.221,-1.343,6.348
-0.023,-0.293,0.926,1.343,-0.732,5.432
-0.028,-0.301,0.919,0.000,-0.793,4.517
-0.023,-0.321,0.920,-2.441,-1.404,3.723
-0.021,-0.323,0.921,-3.784,-1.526,4.211
-0.032,-0.328,0.928,-4.333,-1.953,4.211
-0.028,-0.311,0.943,-5.432,-2.686,4.150
-0.027,-0.310,0.950,-5.249,-2.991,3.784
-0.015,-0.309,0.971,-4.822,-2.197,3.052
-0.019,-0.319,0.965,-4.639,-1.099,2.869
-0.023,-0.333,0.946,-3.296,-0.183,2.502
-0.026,-0.324,0.942,-1.160,-0.122,2.625
-0.027,-0.295,0.933,0.000,-0.549,2.686
-0.029,-0.297,0.935,-1.892,-1.038,2.808
-0.027,-0.306,0.952,-3.845,-2.380,2.625
-0.016,-0.308,0.957,-4.028,-2.319,2.258
-0.016,-0.324,0.970,-4.272,-2.380,2.075
-0.015,-0.329,0.971,-3.296,-1.099,2.319
-0.017,-0.323,0.959,-2.563,-0.366,2.441
-0.023,-0.312,0.941,-2.319,0.488,2.808
-0.023,-0.307,0.933,-1.648,0.488,2.869
-0.024,-0.311,0.924,-0.610,-0.183,2.258
-0.021,-0.301,0.930,-0.488,-1.526,1.404
-0.016,-0.319,0.932,-1.831,-1.892,1.343
-0.011,-0.320,0.958,-2.930,-1.282,2.808
-0.010,-0.318,0.950,-2.808,0.183,3.174
-0.024,-0.315,0.935,-1.465,1.648,2.258
-0.011,-0.307,0.926,-0.183,1.709,1.709
-0.023,-0.305,0.907,-0.916,0.671,0.732
-0.017,-0.313,0.908,-1.892,-0.427,0.061
-0.009,-0.322,0.933,-3.052,-1.892,0.732
-0.010,-0.321,0.946,-3.174,-1.587,1.587
-0.012,-0.327,0.944,-1.709,-1.282,1.221
-0.016,-0.334,0.940,-0.610,-1.160,0.977
-0.009,-0.325,0.966,0.916,0.061,1.953
-0.011,-0.316,0.938,0.366,2.563,3.052
-0.022,-0.325,0.924,-0.061,2.686,3.052
-0.022,-0.319,0.912,0.000,1.343,4.150
-0.015,-0.314,0.909,-0.122,0.977,4.517
-0.020,-0.299,0.928,-1.465,0.305,6.165
-0.017,-0.287,0.928,-0.916,0.305,5.920
-0.016,-0.282,0.938,0.732,0.732,4.272
-0.021,-0.289,0.936,1.465,1.282,3.357
-0.024,-0.304,0.915,2.625,1.404,1.892
-0.025,-0.308,0.910,2.441,1.282,1.953
-0.025,-0.310,0.910,0.977,-0.427,2.502
-0.026,-0.325,0.927,0.305,-0.977,2.991
-0.024,-0.302,0.954,0.854,-0.305,4.639
-0.017,-0.295,0.929,2.258,0.061,4.089
-0.023,-0.277,0.923,2.502,0.854,3.418
-0.027,-0.276,0.921,2.502,0.366,2.869
-0.022,-0.293,0.941,1.587,-0.122,2.258
-0.022,-0.305,0.947,1.526,0.061,2.441
-0.020,-0.316,0.953,2.808,1.709,3.357
-0.021,-0.317,0.942,4.028,2.502,3.784
-0.022,-0.329,0.936,4.395,3.296,5.249
-0.024,-0.336,0.930,4.517,3.235,6.104
-0.018,-0.343,0.937,5.066,2.197,7.507
-0.014,-0.341,0.943,5.615,2.075,8.179
-0.008,-0.337,0.956,5.188,2.014,10.132
-0.006,-0.336,0.960,4.944,2.258,11.047
-0.002,-0.335,0.960,5.188,3.235,12.512
-0.005,-0.327,0.960,6.958,4.333,12.939
-0.004,-0.333,0.971,10.864,5.615,12.390
0.010,-0.336,0.984,13.611,6.714,12.329
0.019,-0.341,0.983,20.081,10.437,12.756
-0.002,-0.345,0.986,22.766,11.780,12.939
0.001,-0.379,0.966,23.499,14.893,14.404
-0.971,-1.015,1.503,-25.635,-158.386,-252.563
-1.121,-1.285,1.699,-53.040,-150.574,-239.746
-1.036,-1.244,1.660,-152.771,-117.798,-154.907
-0.772,-0.946,1.735,-192.749,-108.032,-114.380
-0.679,-1.006,1.837,-169.739,-102.844,-127.747
-0.635,-1.087,1.927,-83.008,-71.350,-162.598
-0.587,-1.105,1.707,-22.888,-37.170,-180.054
-0.444,-1.033,0.903,71.777,23.254,-191.711
-0.242,-1.242,0.427,93.689,32.532,-185.852
-0.693,-1.744,0.150,95.886,10.193,-142.456
-0.692,-1.527,0.005,100.464,-21.667,-3.845
-0.414,-0.677,0.239,-4.700,-55.908,63.110
-0.294,-0.326,1.067,-156.860,-98.328,143.982
-0.049,0.202,1.441,-189.270,-102.295,152.649
0.172,0.454,1.733,-157.654,-74.463,103.210
0.154,0.405,1.607,-106.873,-48.889,60.120
0.059,0.102,1.246,-19.104,-11.597,-9.399
0.033,-0.029,1.126,5.005,-2.014,-32.227
-0.041,-0.382,0.912,28.687,5.859,-55.176
-0.083,-0.514,0.849,34.058,4.456,-53.894
-0.132,-0.635,0.841,36.865,-3.235,-35.950
-0.110,-0.583,0.897,27.832,-6.714,-19.897
-0.003,-0.348,1.032,-4.761,-8.057,11.597
0.015,-0.268,1.055,-15.686,-8.728,18.005
0.031,-0.212,1.030,-20.752,-9.399,15.747
0.027,-0.193,1.024,-19.287,-9.521,12.878
0.022,-0.224,0.988,-15.625,-9.705,4.517
0.018,-0.245,0.987,-14.160,-10.376,2.258
0.009,-0.228,0.969,-7.812,-7.446,0.793
0.007,-0.227,0.948,-5.737,-8.362,-1.343
-0.001,-0.246,0.945,-4.700,-7.996,-3.723
0.021,-0.249,0.955,-4.639,-7.263,-4.211
0.012,-0.271,0.956,-6.348,-6.531,-4.150
0.017,-0.325,0.956,-8.179,-5.981,-4.211
0.028,-0.334,0.973,-8.301,-5.554,-4.028
0.035,-0.352,0.976,-7.019,-4.395,-3.052
0.028,-0.365,0.976,-7.080,-4.211,-2.441
0.046,-0.369,0.994,-6.287,-3.845,-0.305
0.055,-0.358,1.009,-10.498,-1.221,5.676
0.047,-0.339,1.000,-12.573,0.244,8.057
0.050,-0.316,0.985,-12.390,0.488,8.301
0.048,-0.297,0.968,-10.620,0.244,7.202
0.045,-0.297,0.960,-6.165,-1.709,5.066
0.041,-0.298,0.946,-3.601,-2.502,3.967
0.037,-0.299,0.910,0.122,-4.272,1.709
0.037,-0.301,0.927,1.160,-5.066,0.488
0.034,-0.312,0.930,0.854,-6.104,0.549
0.027,-0.305,0.938,0.122,-6.592,1.099
0.035,-0.285,0.935,-0.427,-6.287,1.587
0.040,-0.310,0.983,-2.563,-4.211,3.357
0.051,-0.296,0.995,-3.662,-1.892,5.859
0.055,-0.281,0.963,-4.700,2.258,6.958
0.034,-0.295,0.949,-4.089,3.418,5.981
0.026,-0.287,0.924,1.465,2.014,3.540
0.020,-0.286,0.915,3.967,1.160,1.953
0.013,-0.297,0.930,5.432,-0.610,1.587
0.018,-0.283,0.942,5.554,-1.099,2.014
0.035,-0.269,0.942,5.310,0.000,2.258
0.035,-0.275,0.939,4.883,0.366,2.136
0.038,-0.275,0.945,2.930,0.549,2.869
0.037,-0.278,0.951,1.282,1.465,3.601
0.039,-0.272,0.949,-0.061,1.404,3.662
0.040,-0.275,0.945,-0.427,1.404,3.479
0.034,-0.263,0.934,2.136,0.427,1.831
0.032,-0.267,0.936,3.540,0.122,0.427
0.029,-0.305,0.940,5.127,0.305,-1.770
0.024,-0.287,0.934,5.981,0.854,-2.136
0.029,-0.300,0.919,5.432,-0.061,-1.709
0.027,-0.306,0.914,4.395,-0.977,-0.916
0.034,-0.310,0.919,1.160,-2.136,1.038
0.036,-0.299,0.930,-0.427,-3.052,1.953
0.045,-0.266,0.935,-1.221,-3.113,3.113
0.040,-0.265,0.930,-0.854,-2.869,2.808
0.037,-0.266,0.942,-1.831,-3.540,3.235
0.040,-0.267,0.957,-3.174,-3.723,3.479
0.051,-0.278,0.972,-4.333,-3.540,3.784
0.055,-0.277,0.972,-3.540,-2.686,3.357
0.051,-0.255,0.972,-3.052,-2.319,3.052
0.043,-0.255,0.969,-2.197,-1.343,1.038
0.037,-0.259,0.963,-1.709,-1.587,0.305
0.046,-0.285,0.975,-2.197,-2.625,-0.122
0.050,-0.286,0.973,-1.892,-2.441,0.854
0.050,-0.300,0.975,-2.930,-1.282,2.441
0.051,-0.301,0.985,-2.075,-0.183,4.700
0.055,-0.267,0.981,-1.587,0.916,4.822
0.055,-0.252,0.954,-1.099,1.648,2.686
0.031,-0.258,0.949,-1.038,1.526,1.953
0.030,-0.259,0.948,-1.526,-0.610,1.038
0.029,-0.271,0.945,-1.953,-1.648,1.038
0.033,-0.273,0.957,-2.136,-2.808,1.953
0.049,-0.264,0.964,-2.136,-1.953,3.052
0.046,-0.257,0.971,-3.235,0.732,5.005
0.036,-0.231,0.953,-3.540,1.953,4.700
0.032,-0.232,0.936,-3.357,2.075,2.625
0.027,-0.244,0.929,-2.930,1.343,1.709
0.028,-0.248,0.937,-2.747,0.732,1.282
0.031,-0.261,0.939,-2.747,-0.854,0.732
0.032,-0.273,0.941,-2.441,-1.892,0.427
0.036,-0.282,0.946,-1.587,-1.526,1.099
0.039,-0.250,0.947,0.366,0.061,1.892
0.036,-0.238,0.942,0.671,1.160,1.709
0.021,-0.248,0.919,0.732,2.441,0.793
0.023,-0.251,0.907,0.977,1.831,0.000
0.023,-0.258,0.912,0.427,0.916,0.122
0.020,-0.279,0.933,-0.610,-0.427,1.221
0.025,-0.288,0.938,-0.610,-0.793,1.282
0.023,-0.294,0.947,0.366,-0.732,2.075
0.029,-0.281,0.939,1.099,0.061,3.784
0.026,-0.264,0.933,0.793,1.038,4.944
0.012,-0.267,0.943,0.732,2.075,6.287
0.028,-0.234,0.928,-0.671,1.587,5.920
0.034,-0.228,0.926,-1.526,1.282,5.615
0.032,-0.234,0.932,-2.563,-0.427,4.944
0.040,-0.231,0.937,-2.930,-1.892,4.150
0.042,-0.243,0.939,-2.747,-2.563,3.174
0.042,-0.256,0.943,-1.892,-2.319,2.197
0.044,-0.275,0.951,-1.892,-1.709,2.625
0.047,-0.279,0.949,-1.831,-0.916,3.784
0.054,-0.275,0.955,-1.404,0.244,4.822
-1.441,-0.653,0.759,-78.735,-129.700,-177.490
-1.586,-0.570,0.840,-174.622,-139.160,-128.113
-1.724,-0.612,1.436,-311.951,-190.186,-95.764
-1.774,-1.069,2.156,-270.874,-239.319,-143.494
-1.742,-1.365,2.377,-211.304,-241.760,-168.579
-1.481,-1.942,2.676,-108.582,-202.209,-185.791
-1.172,-2.112,2.842,-52.979,-118.591,-173.096
-0.693,-1.829,2.296,-3.296,-71.289,-157.593
-0.846,-1.477,1.133,93.872,-3.357,-112.976
-0.924,-1.183,0.677,117.188,17.700,-82.703
-0.891,-0.559,0.302,97.290,31.616,-25.146
-0.806,-0.321,0.328,62.683,13.855,-2.625
-0.546,0.050,0.728,-25.208,-37.476,22.644
-0.432,0.134,0.937,-57.007,-50.049,24.658
-0.396,0.009,1.145,-76.050,-50.293,14.038
-0.401,-0.044,1.169,-71.777,-44.312,1.282
-0.420,-0.131,1.045,-56.396,-26.550,-3.357
-0.459,-0.191,0.923,-44.189,-19.043,-8.118
-0.492,-0.245,0.895,-40.161,-18.372,-8.484
-0.505,-0.326,0.891,-34.790,-20.752,-7.385
-0.500,-0.379,0.928,-33.875,-22.888,-5.615
-0.453,-0.399,1.004,-22.766,-23.254,-1.648
-0.447,-0.392,1.022,-18.311,-17.273,0.366
-0.448,-0.405,1.002,-10.376,-15.259,0.549
-0.449,-0.371,0.980,-1.831,-8.972,2.991
-0.435,-0.306,0.896,1.831,-7.019,2.319
-0.415,-0.266,0.834,5.493,-5.493,0.916
-0.425,-0.265,0.813,4.456,-6.104,0.793
-0.422,-0.261,0.827,0.977,-8.057,0.183
-0.411,-0.283,0.840,-1.953,-7.935,0.366
-0.391,-0.318,0.868,-8.789,-5.493,3.784
-0.385,-0.335,0.878,-11.658,-4.822,5.005
-0.365,-0.353,0.893,-15.320,-2.869,6.165
-0.365,-0.368,0.893,-11.414,-1.282,5.859
-0.359,-0.352,0.897,-7.568,-1.038,5.737
-0.362,-0.357,0.873,-0.244,-0.732,1.892
-0.357,-0.357,0.873,2.808,-1.526,0.854
-0.361,-0.368,0.855,5.249,0.244,-0.244
-0.363,-0.368,0.855,5.188,0.488,-0.122
-0.355,-0.335,0.859,5.127,0.854,0.488
-0.358,-0.323,0.847,6.348,1.160,-0.244
-0.375,-0.306,0.812,6.531,1.587,-1.892
-0.380,-0.307,0.793,5.371,-0.549,-3.235
-0.380,-0.321,0.782,0.977,-4.944,-4.150
-0.378,-0.354,0.813,-1.160,-7.263,-4.211
-0.371,-0.401,0.856,-3.906,-9.827,-2.808
-0.360,-0.408,0.898,-4.089,-9.216,-0.488
-0.328,-0.373,0.934,-2.563,-5.066,3.235
-0.333,-0.368,0.919,-0.366,-2.136,3.235
-0.344,-0.348,0.873,3.296,2.686,3.601
-0.351,-0.335,0.852,3.357,3.540,3.662
-0.358,-0.328,0.827,0.916,2.136,2.808
-0.361,-0.334,0.828,0.122,-0.183,1.160
-0.358,-0.331,0.843,-0.366,-3.052,1.099
-0.357,-0.331,0.846,-1.282,-3.784,0.916
-0.350,-0.327,0.864,-2.502,-3.784,1.282
-0.346,-0.318,0.888,-3.296,-2.808,0.854
-0.348,-0.317,0.892,-3.479,-2.014,0.183
-0.355,-0.335,0.887,-4.333,0.061,-1.221
-0.365,-0.361,0.882,-4.395,0.122,-1.221
-0.366,-0.374,0.874,-1.404,0.366,-0.427
-0.367,-0.364,0.855,2.258,0.244,0.305
-0.371,-0.369,0.846,2.991,0.000,0.732
-0.365,-0.353,0.841,2.808,-0.854,2.441
-0.366,-0.344,0.841,1.770,-1.282,3.235
-0.362,-0.313,0.849,-0.977,-1.770,3.662
-0.367,-0.307,0.852,-1.587,-1.282,3.601
-0.369,-0.312,0.844,-1.587,-1.282,1.587
-0.372,-0.322,0.848,0.061,-1.282,0.488
-0.368,-0.331,0.839,0.732,-1.160,-0.183
-0.370,-0.341,0.830,1.831,-2.197,-0.549
-0.369,-0.356,0.833,1.648,-3.052,-0.488
-0.365,-0.342,0.852,-1.038,-3.174,1.221
-0.360,-0.334,0.860,-3.601,-3.052,1.831
-0.363,-0.323,0.868,-4.456,-2.563,1.831
-0.366,-0.322,0.861,-3.418,-2.502,0.122
-0.372,-0.318,0.858,-0.732,-2.319,-0.488
-0.368,-0.336,0.862,0.549,-2.563,-1.343
-0.365,-0.333,0.870,1.770,-2.441,-1.099
-0.365,-0.326,0.849,2.747,-1.099,-1.099
-0.372,-0.321,0.845,2.258,-1.343,-1.099
-0.372,-0.321,0.849,-2.136,-2.563,0.305
-0.367,-0.321,0.864,-3.784,-3.357,0.732
-0.363,-0.332,0.878,-4.272,-3.174,1.038
-0.361,-0.332,0.882,-1.709,-3.296,0.183
-0.357,-0.329,0.881,-0.244,-2.258,0.122
-0.358,-0.324,0.879,0.488,-0.732,-0.244
-0.364,-0.314,0.861,0.305,-0.610,-0.549
-0.363,-0.324,0.870,-2.197,-0.305,-0.366
-0.363,-0.332,0.875,-2.808,-0.854,-0.610
-0.361,-0.350,0.875,-2.747,-0.671,-0.305
-0.361,-0.353,0.871,-2.258,-0.793,-0.061
-0.360,-0.352,0.865,0.366,0.122,0.610
-0.359,-0.343,0.866,1.099,-0.366,0.732
-0.358,-0.331,0.861,1.709,0.793,0.977
-0.358,-0.321,0.860,1.038,0.793,0.305
-0.360,-0.325,0.851,-1.099,1.404,0.549
-0.364,-0.339,0.853,-2.319,0.061,0.244
-0.358,-0.344,0.875,-2.197,0.000,1.282
-0.356,-0.345,0.876,-1.892,0.061,1.221
-0.365,-0.348,0.859,0.488,1.282,0.549
-0.367,-0.349,0.853,0.916,1.221,0.671
-0.366,-0.343,0.844,1.648,0.122,1.099
-0.363,-0.342,0.846,2.075,-0.549,1.038
-0.359,-0.332,0.858,1.892,-0.305,1.770
-0.361,-0.326,0.856,0.061,0.244,2.380
-0.362,-0.324,0.854,-0.610,0.305,1.953
-0.360,-0.328,0.855,-1.221,-0.183,1.709
-0.360,-0.333,0.848,-1.465,-0.488,1.526
-0.364,-0.337,0.849,-1.099,-1.099,1.953
-0.364,-0.338,0.855,-1.038,-0.793,2.319
-0.364,-0.337,0.875,-1.160,-1.404,3.235
-0.367,-0.334,0.893,-1.831,-1.038,3.723
-0.350,-0.339,0.931,-1.770,1.587,4.761
-0.387,-0.346,0.905,-0.854,4.028,5.859
-0.375,-0.335,0.895,0.977,5.615,5.798
