aX,aY,aZ,gX,gY,gZ
0.064,-0.980,-0.259,3.174,-0.366,-2.991
0.062,-0.975,-0.260,3.784,-0.671,-2.747
0.055,-0.969,-0.267,4.333,-1.282,-1.953
0.055,-0.967,-0.272,4.272,-2.258,-1.587
0.058,-0.955,-0.263,3.601,-3.418,-1.526
0.064,-0.954,-0.256,3.296,-3.540,-1.831
0.064,-0.974,-0.252,3.357,-2.930,-1.709
0.062,-0.974,-0.249,4.578,-2.808,-1.160
0.055,-0.967,-0.250,5.249,-2.686,-1.282
0.053,-0.961,-0.250,3.601,-1.526,-0.854
0.057,-0.954,-0.251,2.258,-1.343,-0.549
0.067,-0.971,-0.253,1.709,-1.648,-0.427
0.069,-0.968,-0.263,2.380,-1.465,-0.061
0.063,-0.964,-0.273,3.296,-1.526,-0.488
0.065,-0.968,-0.276,2.686,-1.892,-0.549
0.060,-0.964,-0.272,1.343,-2.808,0.366
0.062,-0.965,-0.268,0.854,-3.052,0.427
0.064,-0.969,-0.251,0.122,-2.991,0.610
0.066,-0.975,-0.246,0.427,-2.747,0.488
0.064,-0.963,-0.252,2.563,-1.770,0.366
0.067,-0.961,-0.258,2.808,-1.404,0.427
0.066,-0.961,-0.265,2.136,-1.404,0.366
0.067,-0.957,-0.265,1.953,-1.343,0.488
0.063,-0.957,-0.275,3.723,-1.587,-0.183
0.063,-0.960,-0.276,3.723,-1.953,-0.610
0.058,-0.963,-0.278,2.747,-2.502,-0.244
0.058,-0.959,-0.269,1.709,-2.991,0.122
0.058,-0.958,-0.262,-0.549,-3.906,1.038
0.060,-0.958,-0.260,-1.160,-4.089,1.160
-0.005,-2.099,-0.533,1.953,-17.029,77.209
-0.067,-2.049,-0.648,0.122,-22.339,100.159
-0.258,-2.025,-0.911,-8.301,-51.392,137.390
-0.367,-2.180,-0.928,-21.118,-63.965,155.579
-0.471,-2.469,-0.833,-24.414,-73.792,171.265
-0.528,-2.722,-0.739,-15.442,-83.313,185.242
-0.590,-2.878,-0.707,40.405,-95.032,223.633
-0.607,-2.683,-0.669,73.792,-101.135,244.995
-0.555,-2.121,-0.523,104.309,-120.972,281.067
-0.510,-1.839,-0.336,99.426,-134.644,293.457
-0.268,-1.488,0.335,81.970,-150.269,305.542
-0.172,-1.337,0.497,82.642,-142.700,308.899
-0.157,-1.217,0.302,87.708,-123.840,312.256
-0.082,-1.335,0.251,80.322,-113.586,309.814
-0.009,-1.680,0.302,88.013,-88.135,297.485
-0.029,-1.562,0.116,126.465,-74.341,299.011
-0.138,-1.431,-0.245,191.040,-83.435,309.509
-0.233,-1.159,-0.169,181.274,-100.281,316.650
-0.289,-1.039,-0.053,158.203,-129.517,344.238
-0.531,-0.443,-0.168,117.310,-145.264,365.784
-0.647,0.000,-0.206,87.341,-160.217,388.672
-0.828,0.741,-0.008,20.630,-192.444,418.152
-0.808,1.026,0.263,-8.972,-200.439,421.204
-0.650,1.493,0.943,-19.409,-172.668,392.273
-0.576,1.660,1.110,5.676,-137.268,359.192
-0.523,1.893,1.152,43.335,-100.159,274.353
-0.636,2.393,0.957,112.854,-36.560,233.765
-0.731,2.691,0.814,128.540,-19.958,168.152
-0.825,3.420,0.603,113.281,-17.456,139.404
-0.717,3.616,0.578,85.815,-19.104,100.220
-0.473,3.454,0.554,7.690,-30.518,1.892
0.095,2.282,0.485,-32.593,-40.833,-37.354
0.316,1.610,0.383,-64.026,-46.936,-58.716
0.654,0.463,0.105,-76.477,-34.729,-66.040
0.792,0.056,-0.059,-66.956,-19.775,-59.082
0.984,-0.407,-0.364,-30.823,13.367,-29.480
0.988,-0.469,-0.506,-11.169,19.043,-14.587
0.970,-0.387,-0.541,11.963,13.794,10.315
0.924,-0.214,-0.477,16.296,0.549,21.301
0.832,0.256,-0.235,12.939,-25.574,42.969
0.756,0.491,-0.098,11.230,-39.124,49.438
0.734,0.697,0.248,3.357,-52.429,47.424
0.783,0.893,0.415,-0.671,-53.589,42.419
0.797,0.913,0.519,3.479,-39.063,32.410
0.786,0.848,0.583,7.751,-28.381,26.184
0.785,0.799,0.561,10.864,-16.296,19.836
0.797,0.742,0.523,14.587,-4.211,9.949
0.791,0.647,0.408,25.940,15.869,7.141
0.781,0.603,0.301,30.029,22.827,5.920
0.762,0.570,0.204,29.236,26.794,5.981
0.765,0.569,0.145,18.677,22.827,6.409
0.758,0.561,0.115,17.212,16.113,6.042
0.765,0.563,0.088,16.357,10.864,5.981
0.780,0.535,0.075,12.268,6.775,5.737
0.780,0.520,0.070,9.338,4.761,5.127
0.784,0.538,0.087,6.042,3.723,4.883
0.781,0.545,0.100,5.432,3.967,3.418
0.785,0.558,0.094,4.944,4.272,2.625
0.769,0.566,0.102,3.052,3.906,1.526
0.784,0.545,0.141,0.122,0.977,-1.587
0.787,0.537,0.163,-0.183,0.488,-2.686
0.801,0.578,0.178,1.648,0.122,-3.479
0.807,0.581,0.189,2.075,0.122,-4.211
0.812,0.570,0.204,1.831,0.244,-5.066
0.827,0.551,0.211,3.113,1.831,-5.005
0.828,0.560,0.204,4.578,3.174,-4.883
0.828,0.534,0.153,8.301,4.333,-4.761
0.826,0.537,0.143,7.629,4.333,-4.517
0.831,0.535,0.151,5.737,3.906,-4.150
0.830,0.509,0.139,2.258,3.845,-1.587
0.827,0.517,0.130,1.282,3.357,-0.122
0.812,0.540,0.126,0.977,2.930,0.610
0.801,0.571,0.120,0.000,2.075,0.366
0.795,0.564,0.114,0.366,1.465,-0.610
0.792,0.559,0.111,0.427,0.427,-1.770
0.794,0.563,0.109,1.160,-0.977,-3.723
0.794,0.561,0.116,1.160,-1.343,-4.211
0.786,0.577,0.114,-0.427,-1.892,-4.211
0.784,0.572,0.114,-1.343,-2.136,-4.028
0.801,0.560,0.133,-0.244,-2.686,-4.272
0.801,0.557,0.136,1.160,-2.441,-4.700
0.798,0.547,0.127,1.160,-2.136,-4.517
0.800,0.560,0.130,0.854,-2.075,-4.333
0.803,0.538,0.118,1.038,-2.563,-4.395
0.802,0.527,0.118,0.732,-4.211,-4.150
0.803,0.533,0.122,0.366,-4.578,-3.906
0.811,0.547,0.138,-1.221,-5.371,-3.906
0.816,0.545,0.144,-2.136,-5.371,-3.967
0.826,0.485,0.171,-2.991,-4.639,-3.967
0.833,0.481,0.172,-1.587,-3.784,-3.357
0.826,0.530,0.136,2.502,-1.404,-2.319
0.816,0.526,0.133,2.258,-1.343,-1.831
0.809,0.526,0.140,1.343,-1.404,-1.770
0.799,0.550,0.126,1.038,-1.648,-2.136
0.799,0.562,0.130,-0.122,-2.014,-2.197
0.805,0.558,0.148,-1.709,-2.502,-2.808
0.829,0.525,0.159,-2.075,-2.319,-3.967
0.833,0.520,0.156,-1.892,-1.221,-4.272
0.830,0.517,0.140,-1.282,0.122,-3.845
0.819,0.524,0.129,-1.099,1.587,-3.723
0.820,0.505,0.119,-1.099,2.075,-3.723
0.818,0.510,0.116,-0.793,1.587,-2.441
0.810,0.523,0.106,-0.549,0.916,-1.892
0.805,0.538,0.108,-0.793,0.122,-1.770
0.795,0.548,0.100,-1.160,-1.892,-1.770
0.803,0.572,0.131,-3.845,-2.991,-2.197
0.813,0.552,0.146,-4.028,-3.601,-3.235
0.833,0.531,0.160,-3.967,-3.601,-4.089
0.848,0.498,0.170,-3.052,-1.465,-3.845
0.852,0.479,0.153,-1.587,0.122,-2.930
0.844,0.492,0.128,0.000,1.404,-2.197
0.840,0.506,0.130,0.244,2.258,-1.587
0.833,0.514,0.130,1.892,3.174,-2.319
0.834,0.518,0.126,2.869,3.540,-2.808
0.830,0.503,0.117,3.479,3.479,-3.479
0.832,0.504,0.109,3.784,2.075,-2.502
0.823,0.534,0.096,3.174,1.587,-1.892
0.828,0.544,0.096,2.136,0.488,-1.709
0.832,0.527,0.111,0.122,-0.610,-1.648

-0.319,-1.967,-0.303,98.755,-69.031,217.834
-0.301,-1.884,-0.214,83.618,-80.444,230.042
-0.232,-1.587,-0.182,49.866,-99.304,258.911
-0.172,-1.405,-0.096,40.039,-107.727,272.888
-0.005,-1.147,0.089,51.025,-106.018,280.823
0.043,-1.078,0.194,66.162,-80.627,267.212
0.053,-0.825,0.161,107.788,-77.942,262.085
0.072,-0.624,0.083,114.563,-72.510,250.793
0.109,-0.391,-0.012,97.961,-72.876,245.605
0.224,-0.379,0.063,51.819,-78.552,240.295
0.289,-0.486,0.082,38.269,-78.064,237.915
0.329,-0.561,0.049,35.522,-72.510,238.647
0.276,-0.528,-0.202,48.462,-67.627,243.408
0.262,-0.440,-0.294,52.063,-70.313,250.061
0.147,-0.169,-0.346,41.077,-75.378,250.488
0.106,0.060,-0.259,30.457,-100.647,250.427
0.113,0.495,0.091,4.700,-103.088,243.835
0.171,0.566,0.236,-2.502,-101.868,219.910
0.262,0.647,0.480,-3.906,-94.543,209.473
0.296,0.677,0.493,12.634,-65.552,193.970
0.292,0.645,0.423,24.109,-50.293,187.012
0.304,0.658,0.308,57.068,-30.823,169.312
0.334,0.706,0.280,70.374,-28.442,158.508
0.370,0.731,0.265,87.219,-33.447,143.005
0.349,0.761,0.290,90.088,-37.476,135.071
0.311,0.838,0.320,83.069,-47.791,121.399
0.203,1.134,0.446,75.562,-51.453,114.807
0.156,1.589,0.705,55.786,-53.650,89.294
0.239,1.691,0.901,42.786,-49.561,70.496
0.339,1.683,1.051,22.888,-33.752,31.677
0.580,1.450,1.153,15.198,-20.630,15.381
0.682,1.223,1.001,8.972,-4.883,-12.695
0.713,0.802,0.508,-4.700,12.817,-2.869
0.710,0.620,0.277,-7.690,16.479,-2.747
0.753,0.332,-0.067,-10.986,17.700,-4.883
0.791,0.223,-0.151,-13.489,8.179,-7.507
0.834,0.117,-0.175,-12.085,4.944,-4.822
0.847,0.214,-0.059,-5.798,0.061,-0.916
0.883,0.270,0.053,-5.371,-1.648,-1.587
0.909,0.387,0.239,-2.808,-0.610,-1.892
0.905,0.438,0.309,-0.732,-0.244,-1.526
0.902,0.456,0.376,-0.732,2.441,-2.380
0.898,0.449,0.383,-2.136,2.686,-2.258
0.899,0.395,0.370,-1.831,-2.441,-2.502
0.915,0.338,0.361,-1.221,-3.723,-3.418
0.939,0.290,0.359,3.845,-3.723,-3.906
0.940,0.265,0.319,11.780,-1.221,-3.723
0.947,0.218,0.285,15.137,0.366,-2.136
0.927,0.233,0.271,20.020,2.625,15.503
0.905,0.306,0.269,28.015,6.287,1.709
0.896,0.345,0.277,29.602,7.324,2.197
0.862,0.418,0.256,29.480,9.033,3.052
0.852,0.434,0.244,27.222,8.789,2.930
0.840,0.411,0.230,19.165,7.019,0.854
0.840,0.395,0.212,14.709,5.737,0.977
0.853,0.364,0.213,6.470,3.113,2.136
0.851,0.349,0.194,4.578,1.953,2.319
0.847,0.316,0.186,0.488,-0.793,3.906
0.864,0.299,0.195,0.122,-2.625,5.554
0.875,0.321,0.232,3.906,-3.418,6.531
0.875,0.349,0.248,6.104,-2.686,5.920
0.875,0.378,0.276,9.521,-0.671,3.296
0.870,0.397,0.281,10.132,1.099,2.625
0.856,0.425,0.266,9.521,3.540,0.366
0.863,0.417,0.259,6.897,3.784,-0.671
0.868,0.365,0.236,-0.549,3.174,-1.099
0.876,0.355,0.238,-3.174,2.441,-0.793
0.886,0.348,0.236,-4.395,1.648,-0.977
0.898,0.306,0.233,-4.028,1.526,-1.099
0.896,0.298,0.227,-2.930,2.380,-0.549
0.893,0.308,0.221,-1.282,2.808,-0.427
0.889,0.318,0.219,-0.793,2.747,-0.122
0.896,0.341,0.223,-0.549,2.747,0.549
0.889,0.356,0.234,-0.305,2.441,0.244
0.883,0.385,0.235,0.305,2.625,-1.282
0.889,0.384,0.235,-0.793,2.136,-2.319
0.899,0.345,0.236,-3.906,1.953,-2.686
0.894,0.353,0.230,-3.845,2.502,-2.319
0.895,0.359,0.225,-3.052,3.113,-3.662
0.896,0.318,0.216,-2.625,2.258,-3.723
0.899,0.324,0.214,-1.953,2.258,-2.808
0.892,0.339,0.207,0.671,2.197,-2.380
0.899,0.346,0.212,1.404,1.526,-2.441
0.895,0.351,0.216,2.136,1.160,-2.808
0.886,0.360,0.207,2.441,0.916,-2.563
0.886,0.369,0.224,0.732,-0.305,-2.502
0.892,0.375,0.231,0.183,-0.732,-2.808
0.901,0.359,0.228,0.488,-1.038,-4.211
0.900,0.339,0.217,0.488,-1.160,-4.517
0.896,0.335,0.199,-0.488,-1.587,-4.456
0.903,0.328,0.204,-0.671,-2.319,-4.395
0.913,0.303,0.204,-0.793,-3.418,-4.578
0.913,0.298,0.201,-0.854,-3.845,-3.845
0.892,0.280,0.191,-0.366,-4.089,-2.930
0.892,0.288,0.205,1.099,-5.127,-1.465
0.895,0.313,0.214,1.953,-5.493,-1.160
0.889,0.340,0.221,3.784,-5.676,-0.427
0.892,0.344,0.223,3.723,-5.493,-1.038
0.905,0.311,0.226,2.136,-5.554,-1.404
0.907,0.298,0.228,1.892,-5.310,-0.793
0.907,0.290,0.224,2.075,-4.333,-0.244
0.906,0.311,0.231,2.380,-3.967,0.183
0.891,0.334,0.240,2.686,-3.479,-0.061
0.889,0.349,0.249,2.014,-3.296,-0.122
0.894,0.357,0.263,0.183,-3.052,-1.038
0.898,0.348,0.274,-0.916,-2.686,-1.526
0.909,0.323,0.276,-2.075,-1.160,-1.404
0.908,0.324,0.267,-2.136,0.122,-0.916
0.902,0.321,0.239,-1.038,2.197,-1.587
0.893,0.320,0.225,-0.488,2.441,-1.648
0.888,0.343,0.211,-0.549,2.502,-1.404
0.890,0.342,0.213,-0.488,2.075,-2.197
0.895,0.333,0.211,-0.122,0.610,-2.197
0.906,0.333,0.213,-0.244,0.305,-2.502
0.906,0.311,0.202,0.366,0.183,-2.563
0.903,0.309,0.195,0.854,0.183,-2.380
0.904,0.329,0.205,1.221,-0.916,-1.770
0.905,0.343,0.222,0.122,-1.099,-1.648
0.913,0.344,0.242,-1.770,-1.221,-1.587
-0.007,-2.201,-0.392,-30.029,-28.137,101.501
-0.006,-2.288,-0.315,-46.753,-34.912,128.662
-0.168,-2.609,-0.295,-69.519,-34.790,180.969
-0.265,-2.844,-0.364,-72.083,-34.668,225.586
-0.560,-3.113,-0.488,-40.344,-51.880,246.643
-0.616,-3.026,-0.452,31.128,-67.078,275.269
-0.841,-2.568,-0.615,73.059,-82.458,283.936
-0.908,-2.337,-0.542,106.262,-119.202,301.086
-0.818,-2.263,-0.398,89.905,-137.390,309.875
-0.588,-1.803,-0.108,33.325,-159.851,350.769
-0.495,-1.522,0.021,15.198,-161.865,367.249
-0.375,-1.505,0.239,20.996,-139.343,367.371
-0.308,-1.527,0.207,45.105,-122.314,364.746
-0.318,-1.349,0.040,78.979,-106.079,370.422
-0.366,-1.083,0.085,65.063,-104.675,380.493
-0.425,-0.471,-0.002,62.378,-107.605,379.883
-0.478,0.092,0.225,52.734,-118.408,367.981
-0.476,0.228,0.283,52.124,-120.850,353.699
-0.409,0.297,0.388,56.335,-104.126,329.529
-0.468,0.397,0.403,56.152,-94.727,324.463
-0.478,0.525,0.266,70.007,-75.256,318.115
-0.650,0.800,0.221,83.069,-74.219,306.396
-0.694,0.970,0.249,91.980,-76.233,288.879
-0.678,1.326,0.380,101.196,-89.233,250.427
-0.671,1.494,0.470,102.966,-96.191,212.402
-0.685,1.919,0.937,102.417,-101.135,192.749
-0.678,2.252,1.266,106.995,-83.801,138.550
-0.551,2.886,1.830,126.953,-72.937,99.731
-0.333,2.994,2.100,112.488,-47.424,-1.404
0.315,2.326,1.881,97.229,-20.203,-59.875
0.513,1.855,1.510,56.885,5.493,-85.754
0.588,0.729,0.514,-31.982,21.301,-53.162
0.620,0.337,0.023,-62.439,32.837,-26.123
0.692,-0.284,-0.590,-91.614,7.507,1.099
0.773,-0.469,-0.695,-87.280,-13.123,11.475
0.933,-0.386,-0.444,-45.471,-45.532,21.362
0.937,-0.268,-0.259,-7.446,-51.758,17.029
0.915,0.057,0.202,54.016,-47.302,-3.296
0.921,0.230,0.403,67.993,-33.203,-10.925
0.894,0.456,0.695,80.811,-0.854,-17.639
0.852,0.505,0.756,74.280,9.888,-20.264
0.783,0.505,0.754,36.255,22.400,-12.024
0.793,0.463,0.770,13.489,23.926,-2.014
0.807,0.370,0.761,-11.780,18.738,12.573
0.892,0.281,0.766,-13.489,13.000,15.076
0.913,0.260,0.725,-9.521,8.850,16.113
0.921,0.244,0.627,0.122,13.062,18.311
0.922,0.256,0.600,6.287,16.052,18.250
0.901,0.253,0.461,23.682,22.461,12.634
0.886,0.238,0.403,30.334,24.353,8.484
0.833,0.198,0.255,43.579,24.963,7.935
0.813,0.215,0.212,48.340,23.376,9.033
0.805,0.238,0.229,48.645,19.836,12.207
0.793,0.370,0.331,43.579,14.099,13.245
0.797,0.426,0.384,40.894,11.292,12.085
0.797,0.469,0.445,30.151,8.423,7.263
0.801,0.463,0.450,22.217,8.057,6.042
0.815,0.361,0.414,7.629,8.240,4.211
0.798,0.341,0.396,2.686,7.874,4.211
0.795,0.328,0.400,-0.793,7.019,5.920
0.800,0.296,0.416,0.732,4.517,5.005
0.827,0.285,0.414,5.371,3.845,2.808
0.836,0.300,0.386,13.000,3.296,-1.526
0.833,0.306,0.373,14.282,2.747,-2.136
0.820,0.323,0.348,13.123,0.671,-3.662
0.829,0.333,0.355,11.047,-0.671,-4.211
0.829,0.334,0.365,6.592,-2.319,-6.287
0.841,0.325,0.389,4.028,-2.808,-6.958
0.839,0.262,0.385,1.465,-2.686,-4.761
0.837,0.271,0.400,2.197,-2.258,-3.906
0.844,0.298,0.400,6.409,-1.038,-4.700
0.852,0.293,0.400,6.470,-0.610,-5.066
0.839,0.321,0.392,4.639,0.977,-4.456
0.831,0.322,0.407,3.723,1.160,-4.517
0.847,0.310,0.395,1.892,1.404,-4.150
0.859,0.308,0.401,0.000,1.831,-4.150
0.869,0.291,0.398,-1.160,2.869,-4.517
0.866,0.238,0.369,-1.709,3.174,-4.089
0.856,0.234,0.371,-1.892,3.479,-1.587
0.862,0.260,0.385,2.563,3.479,-1.953
0.859,0.276,0.397,4.333,3.601,-2.625
0.855,0.320,0.422,6.226,5.310,-3.235
0.866,0.326,0.432,6.531,5.981,-3.784
0.871,0.306,0.409,5.310,7.874,-4.211
0.871,0.280,0.388,3.540,8.606,-3.784
0.865,0.226,0.344,1.221,9.033,-1.282
0.852,0.240,0.342,2.319,8.850,-0.427
0.855,0.253,0.364,7.690,7.324,-2.075
0.855,0.297,0.380,9.521,7.019,-2.930
0.860,0.320,0.400,9.766,7.629,-3.784
0.826,0.365,0.423,9.827,8.057,-4.089
0.824,0.371,0.418,9.705,8.972,-5.493
0.842,0.367,0.404,3.357,9.521,-6.592
0.851,0.315,0.382,0.366,9.644,-7.446
0.852,0.240,0.350,-3.601,9.460,-5.249
0.853,0.219,0.347,-2.380,9.460,-5.066
0.863,0.227,0.355,4.150,9.888,-6.409
0.859,0.248,0.368,7.019,10.376,-6.592
0.837,0.309,0.394,11.353,11.963,-7.019
0.827,0.358,0.414,12.146,12.878,-7.141
0.835,0.416,0.472,11.780,14.648,-10.803
0.834,0.425,0.484,10.742,15.930,-13.550
0.842,0.391,0.441,7.141,18.982,-18.005
0.841,0.361,0.428,4.944,20.264,-19.775
0.850,0.293,0.394,3.906,22.461,-22.034
0.827,0.284,0.341,4.639,24.780,-23.132
0.865,0.307,0.389,5.615,25.696,-23.621
0.870,0.309,0.387,8.545,26.794,-25.940
0.825,0.320,0.354,11.230,30.457,-28.992
0.843,0.340,0.369,11.047,31.616,-29.602
0.803,0.385,0.393,10.132,33.020,-34.729
0.827,0.403,0.399,8.911,33.569,-37.537
0.807,0.409,0.395,1.648,34.973,-43.640
0.827,0.338,0.351,-2.563,36.377,-44.739
0.817,0.298,0.329,-5.981,37.231,-44.922
0.852,0.196,0.292,-9.460,37.903,-45.654
0.871,0.163,0.259,-4.944,39.734,-48.340
0.872,0.137,0.205,-1.831,40.649,-49.194
0.860,0.149,0.194,0.244,41.016,-50.232
-0.202,-1.761,-0.575,13.611,-45.349,168.518
-0.211,-1.700,-0.586,14.893,-56.824,178.345
-0.231,-1.825,-0.633,22.156,-78.491,192.688
-0.183,-1.885,-0.521,17.883,-102.722,218.994
-0.051,-1.953,-0.201,17.883,-105.408,231.018
-0.004,-1.902,-0.131,27.344,-100.647,242.065
-0.023,-1.466,-0.242,49.622,-86.731,254.395
-0.035,-1.322,-0.296,56.519,-72.937,257.202
-0.058,-1.066,-0.505,64.270,-76.843,255.005
0.020,-0.989,-0.474,46.082,-103.821,252.625
0.072,-0.898,-0.388,24.963,-116.516,257.019
0.114,-0.731,-0.259,-4.517,-131.836,264.343
0.169,-0.682,-0.159,-15.625,-135.559,263.489
0.173,-0.608,-0.363,-36.499,-140.198,264.099
0.124,-0.465,-0.257,-55.664,-146.179,277.893
0.149,-0.224,-0.156,-54.321,-147.705,276.428
0.134,-0.010,0.001,-19.226,-143.677,259.460
0.091,0.126,0.057,-0.305,-141.479,250.000
0.131,0.428,0.287,17.334,-137.268,232.239
0.132,0.518,0.229,26.794,-129.028,222.656
0.022,0.638,0.201,35.034,-115.906,216.980
-0.016,0.760,0.268,32.593,-112.427,213.013
-0.033,0.801,0.344,35.950,-109.924,207.092
-0.165,0.989,0.445,58.411,-102.173,193.481
-0.279,1.148,0.568,72.388,-102.478,180.420
-0.407,1.393,0.733,87.769,-108.154,150.513
-0.633,2.149,1.357,83.130,-106.018,125.732
-0.523,2.415,1.798,75.195,-99.548,87.585
0.050,2.453,2.438,36.194,-72.693,-19.653
0.407,2.125,2.459,-0.488,-30.457,-71.594
0.726,1.104,1.690,-88.806,-13.489,-59.021
0.702,0.263,0.609,-107.178,33.325,-18.982
0.771,0.022,0.076,-93.506,41.443,-5.493
0.762,-0.193,-0.654,-38.574,28.687,15.137
0.766,-0.151,-0.786,-8.362,24.475,17.761
0.781,0.031,-0.565,38.391,17.273,12.451
0.814,0.126,-0.343,52.673,5.737,4.395
0.850,0.275,0.206,38.269,-14.587,-2.441
0.844,0.350,0.534,24.414,-17.944,0.366
0.827,0.350,0.966,2.014,-29.175,1.587
0.836,0.326,1.133,-9.827,-31.250,2.502
0.919,0.314,1.255,-18.127,-26.184,6.592
0.878,0.271,1.180,-16.418,-4.272,15.747
0.886,0.259,1.003,-11.353,2.625,20.264
0.795,0.228,0.643,-2.869,10.010,23.682
0.805,0.206,0.510,1.709,16.357,25.208
0.843,0.144,0.251,19.470,18.311,19.348
0.813,0.162,0.154,30.212,16.174,18.799
0.763,0.181,0.104,46.936,8.423,22.217
0.740,0.370,0.243,46.936,2.014,19.592
0.745,0.464,0.376,44.983,-3.174,15.686
0.779,0.571,0.553,36.438,-3.052,7.385
0.800,0.543,0.582,26.184,-2.380,3.418
0.782,0.463,0.587,3.235,1.526,3.174
0.770,0.424,0.588,-2.380,3.479,1.953
0.793,0.310,0.536,-0.671,4.700,-3.601
0.806,0.269,0.509,1.404,4.211,-4.578
0.862,0.218,0.479,3.540,3.967,-4.517
0.859,0.196,0.457,5.005,3.906,-4.272
0.864,0.182,0.448,6.958,4.333,-3.601
0.858,0.168,0.407,11.658,4.822,-1.343
0.857,0.197,0.411,12.756,5.127,-0.549
0.822,0.238,0.419,15.015,4.150,-1.465
0.812,0.267,0.426,15.137,3.418,-1.099
0.810,0.336,0.470,11.353,2.075,-3.357
0.814,0.343,0.480,7.751,2.075,-5.005
0.808,0.321,0.498,-1.465,1.282,-5.737
0.822,0.299,0.517,-4.333,1.892,-5.493
0.828,0.255,0.518,-3.662,4.272,-6.775
0.824,0.235,0.505,-1.282,6.409,-6.714
0.848,0.217,0.440,4.639,8.972,-4.761
0.843,0.222,0.407,6.531,9.399,-4.395
0.813,0.271,0.369,10.010,8.667,-4.700
0.805,0.299,0.362,10.010,6.531,-6.226
0.811,0.318,0.371,3.784,0.122,-8.911
0.820,0.310,0.405,-1.343,-2.686,-9.277
0.826,0.261,0.475,-5.432,-5.188,-11.047
0.805,0.270,0.456,-5.432,-4.517,-12.878
0.865,0.225,0.501,-4.089,-3.113,-12.451
0.848,0.208,0.487,-2.136,-1.892,-11.841
0.850,0.179,0.453,2.136,1.160,-8.789
0.843,0.183,0.439,5.005,1.465,-7.568
0.852,0.194,0.423,8.179,0.732,-6.958
0.854,0.206,0.418,8.057,-0.549,-6.409
0.848,0.218,0.432,4.089,-3.235,-4.822
0.851,0.220,0.454,1.770,-4.150,-4.456
0.859,0.204,0.490,-0.610,-4.883,-4.700
0.865,0.192,0.489,-0.916,-4.395,-4.456
0.861,0.201,0.488,0.122,-2.319,-3.235
0.848,0.217,0.479,1.648,-1.160,-2.686
0.832,0.230,0.464,3.418,0.854,-2.197
0.826,0.237,0.459,4.211,1.343,-1.770
0.830,0.240,0.452,5.127,1.526,-2.502
0.833,0.244,0.446,5.249,0.854,-3.723
0.831,0.235,0.439,4.456,0.732,-4.028
0.867,0.193,0.446,1.038,0.732,-3.479
0.834,0.192,0.434,-0.793,1.770,-3.113
0.846,0.187,0.427,1.221,1.648,-1.221
0.836,0.197,0.432,1.465,1.282,-2.014
0.838,0.202,0.449,1.892,1.404,-1.709
0.832,0.208,0.458,1.953,1.526,-1.282
0.833,0.221,0.472,1.709,1.465,-1.465
0.841,0.234,0.478,1.526,2.502,-3.174
0.847,0.225,0.474,0.610,2.625,-3.967
0.848,0.193,0.451,-3.418,3.174,-3.845
0.848,0.182,0.447,-4.028,3.662,-2.808
0.873,0.177,0.436,-1.465,4.150,-3.540
0.873,0.170,0.417,-0.061,4.150,-3.723
0.861,0.180,0.397,0.916,3.723,-1.892
0.856,0.185,0.396,1.709,2.869,-1.709
0.848,0.208,0.427,3.479,0.854,-1.648
0.856,0.226,0.450,3.662,0.000,-2.136
0.856,0.235,0.479,1.099,-0.793,-3.052
0.856,0.229,0.484,-0.488,-0.610,-2.625
0.869,0.206,0.481,-2.625,0.610,-2.930
0.872,0.190,0.463,-2.136,1.404,-2.686
0.857,0.176,0.422,0.366,2.869,-1.587
0.848,0.192,0.416,2.075,2.869,-1.587
0.849,0.212,0.415,5.066,1.892,-3.235

