aX,aY,aZ,gX,gY,gZ
1.009,0.169,0.056,16.052,4.333,-10.254
0.989,0.158,0.084,24.719,-3.296,2.991
0.969,0.261,0.260,20.203,-4.517,9.094
0.923,0.336,0.379,18.372,-5.432,13.367
0.784,0.482,0.525,27.649,-4.822,18.066
0.723,0.584,0.590,31.006,-3.357,18.188
0.678,0.705,0.683,29.358,1.892,14.404
0.693,0.711,0.704,23.193,4.395,8.972
0.681,0.644,0.593,5.859,8.362,2.808
0.685,0.612,0.529,-3.174,9.460,2.625
0.686,0.589,0.479,-8.911,10.010,1.770
0.725,0.478,0.354,-12.756,7.507,-3.235
0.753,0.404,0.311,-12.024,4.883,-3.723
0.783,0.414,0.290,-3.418,1.099,1.038
0.779,0.435,0.283,3.845,0.671,1.221
0.768,0.478,0.305,11.963,0.427,0.000
0.749,0.510,0.320,14.160,0.977,0.183
0.729,0.536,0.329,14.893,2.686,0.061
0.714,0.552,0.369,12.207,2.869,0.061
0.711,0.581,0.401,8.972,4.211,-0.427
0.710,0.537,0.417,3.784,4.883,-2.808
0.735,0.478,0.405,0.671,4.028,-3.418
0.769,0.492,0.417,-3.540,1.892,-2.380
0.790,0.480,0.404,-1.892,1.953,-3.784
0.787,0.382,0.333,1.099,0.610,-4.700
0.798,0.405,0.332,1.587,-0.122,-2.075
0.780,0.497,0.370,5.066,-0.244,-0.122
0.770,0.501,0.371,7.202,0.366,-1.526
0.744,0.496,0.373,8.179,0.793,-2.014
0.740,0.535,0.402,7.996,0.488,-1.404
0.739,0.547,0.394,8.667,1.282,-2.869
0.756,0.486,0.378,6.531,-0.610,-4.578
0.754,0.488,0.383,2.197,-1.770,-2.441
0.759,0.489,0.404,-1.404,-2.869,-3.113
0.765,0.441,0.403,-0.244,-3.052,-3.601
0.772,0.450,0.408,0.732,-2.258,-2.808
0.780,0.448,0.399,3.845,-0.671,-2.747
0.777,0.457,0.396,4.700,-0.244,-2.075
0.767,0.497,0.404,5.188,0.427,-1.160
0.764,0.492,0.399,5.432,0.671,-2.197
0.767,0.500,0.404,3.296,1.221,-1.892
0.774,0.496,0.396,2.808,1.709,-1.587
0.771,0.480,0.383,2.686,1.709,-1.892
0.761,0.492,0.369,2.869,0.854,-1.221
0.748,0.505,0.376,3.174,0.366,-1.160
0.770,0.478,0.390,2.380,-1.160,-2.930
0.782,0.461,0.387,1.953,-1.526,-3.357
0.784,0.448,0.377,3.418,-1.221,-2.441
0.781,0.432,0.372,3.479,-0.854,-1.526
0.780,0.465,0.406,4.272,-0.732,1.404
0.776,0.492,0.414,6.470,0.732,1.587
0.767,0.476,0.393,8.179,3.479,-0.793
0.767,0.472,0.379,6.348,3.357,-0.916
0.757,0.517,0.376,1.831,1.831,-0.366
0.756,0.504,0.366,1.038,0.671,-1.831
0.764,0.458,0.351,-2.502,-1.953,-2.991
0.780,0.463,0.372,-3.113,-2.563,-1.038
0.774,0.493,0.386,-1.221,-2.075,-0.732
0.767,0.471,0.368,2.808,-0.488,-2.563
0.776,0.447,0.370,1.770,-0.793,-1.892
0.775,0.482,0.397,0.427,-0.183,-0.366
0.770,0.491,0.399,1.343,0.793,-0.366
0.759,0.493,0.397,2.014,1.709,-1.587
0.756,0.512,0.396,1.953,2.380,-1.526
0.759,0.481,0.380,1.770,2.930,-3.662
0.763,0.458,0.375,1.160,2.380,-4.150
0.770,0.474,0.385,0.671,1.587,-3.113
0.768,0.487,0.390,1.892,2.014,-2.869
0.765,0.490,0.385,4.456,3.113,-4.333
0.761,0.486,0.367,4.517,3.479,-4.883
0.772,0.473,0.370,3.357,2.075,-5.371
0.781,0.462,0.368,2.380,1.465,-5.005
0.787,0.453,0.368,2.319,0.732,-4.944
0.784,0.469,0.377,2.686,-0.244,-4.761
0.783,0.486,0.380,2.319,-0.122,-4.333
0.786,0.484,0.376,1.831,0.488,-4.761
0.789,0.469,0.370,1.221,0.366,-5.310
0.786,0.472,0.371,0.366,-0.061,-4.944
0.782,0.460,0.368,0.854,0.000,-5.066
0.789,0.445,0.368,2.380,-0.488,-5.249
0.795,0.446,0.371,2.625,-0.793,-5.310
0.796,0.438,0.373,2.258,-1.099,-5.127
0.809,0.418,0.385,0.916,-1.648,-4.272
0.817,0.410,0.380,1.038,-1.404,-3.784
0.822,0.407,0.384,1.160,-1.038,-2.197
0.818,0.411,0.380,2.502,-0.366,-1.343
0.811,0.422,0.377,3.235,-0.122,-0.549
0.799,0.450,0.384,3.357,0.122,0.366
0.791,0.462,0.384,3.723,0.183,0.366
0.780,0.471,0.374,3.906,0.610,-0.244
0.767,0.484,0.371,2.930,0.366,-0.854
0.766,0.477,0.370,1.709,-0.244,-1.648
0.779,0.453,0.385,-2.319,-2.258,-2.930
0.784,0.428,0.398,-3.174,-2.747,-2.869
0.797,0.423,0.409,-0.671,-1.770,-2.441
0.800,0.420,0.394,1.709,0.183,-2.502
0.797,0.430,0.382,3.235,1.770,-2.197
0.787,0.449,0.359,3.601,2.930,-1.648
0.790,0.453,0.353,2.686,2.808,-2.197
0.792,0.439,0.351,0.366,0.427,-2.930
0.799,0.430,0.364,-0.427,-0.610,-2.441
0.797,0.442,0.373,-0.671,-1.099,-1.587
0.793,0.461,0.389,-0.183,-0.610,-1.831
0.794,0.452,0.383,0.122,0.061,-2.441
0.807,0.410,0.359,-0.793,0.427,-2.136
0.805,0.412,0.354,-0.427,0.061,-1.404
0.803,0.434,0.363,2.319,-0.549,-0.366
0.801,0.440,0.369,2.991,-0.793,-0.793
0.802,0.449,0.377,2.136,-0.610,-1.526
0.798,0.453,0.387,1.282,-0.732,-1.648
0.182,-2.049,-0.408,54.077,-3.601,96.252
-0.211,-2.243,-0.302,55.115,-19.836,125.854
0.427,-2.318,-0.589,59.448,-92.163,203.735
0.558,-2.319,-0.783,47.058,-92.896,228.455
-0.087,-2.080,-0.549,-1.648,-91.064,238.586
-0.190,-1.899,-0.519,12.756,-98.450,230.469
-0.161,-1.785,-0.550,53.833,-95.215,222.717
-0.101,-1.772,-0.503,39.246,-110.291,227.295
-0.086,-1.686,-0.336,20.813,-114.258,232.788
-0.071,-1.592,-0.680,-42.847,-109.009,249.939
0.087,-1.384,-0.749,-82.520,-114.746,263.306
0.107,-1.092,-0.293,-100.525,-135.925,288.208
0.155,-1.041,-0.085,-62.622,-126.587,287.109
0.129,-0.898,-0.059,39.734,-117.065,277.588
0.126,-0.749,-0.045,60.852,-121.399,275.879
0.105,-0.435,0.039,31.799,-129.395,259.949
0.214,-0.405,0.011,6.226,-125.244,238.159
0.355,-0.339,-0.139,-34.973,-118.469,239.685
0.310,-0.046,-0.151,-45.715,-120.911,254.578
0.314,0.080,-0.130,-45.715,-121.338,260.376
0.269,0.001,-0.074,-41.443,-107.910,253.662
0.298,-0.079,-0.046,-21.667,-95.642,249.084
0.236,0.312,0.016,26.855,-76.904,270.203
0.168,0.606,0.081,46.387,-71.899,277.222
0.079,0.869,0.107,70.801,-60.913,253.235
0.000,0.906,0.031,74.219,-59.692,241.760
-0.091,0.954,-0.003,62.439,-78.857,232.483
-0.292,1.181,0.161,59.448,-93.994,227.051
-0.406,1.332,0.375,63.721,-106.140,222.961
-0.550,1.511,0.607,73.059,-114.990,219.910
-0.721,1.724,0.905,79.712,-116.821,204.834
-0.900,2.339,1.699,75.684,-86.731,183.472
-0.868,2.545,2.040,79.529,-54.443,146.484
-0.722,2.572,2.180,91.492,16.113,27.039
-0.306,1.928,1.637,87.585,45.532,-34.851
0.240,1.466,1.158,39.978,42.664,-70.740
0.285,1.055,0.277,-75.195,-51.453,-69.336
0.566,0.414,-0.005,-118.286,-57.068,-60.181
0.726,0.153,-0.234,-119.629,-53.772,-34.668
0.969,-0.024,-0.214,-87.769,-50.903,-20.447
0.940,0.083,0.084,5.127,-32.776,-1.892
0.914,0.168,0.209,38.452,-17.639,2.319
0.739,0.479,0.460,72.510,5.249,15.625
0.677,0.572,0.572,80.139,15.198,18.494
0.589,0.703,0.692,76.050,23.560,12.390
0.551,0.717,0.708,63.416,21.057,4.761
0.586,0.636,0.706,23.499,12.085,-7.263
0.613,0.571,0.699,4.517,5.798,-11.169
0.640,0.498,0.675,-15.015,-2.136,-11.719
0.687,0.391,0.657,-15.869,0.488,-8.545
0.715,0.382,0.623,-6.470,12.329,-3.845
0.743,0.406,0.538,0.183,16.602,-2.258
0.725,0.436,0.456,11.230,19.226,1.587
0.713,0.503,0.422,12.878,18.494,2.075
0.717,0.510,0.386,14.099,16.418,0.732
0.749,0.477,0.326,14.221,8.179,-1.709
0.755,0.483,0.326,10.925,4.944,0.549
0.740,0.482,0.369,-0.916,0.061,6.897
0.730,0.478,0.402,-3.784,-1.343,8.728
0.716,0.494,0.465,-4.456,1.038,8.179
0.718,0.501,0.489,-3.723,2.747,7.019
0.729,0.505,0.502,-1.038,6.653,3.113
0.734,0.500,0.482,-0.793,8.057,1.770
0.732,0.497,0.477,-1.465,8.057,2.075
0.717,0.509,0.470,-1.038,6.897,1.709
0.719,0.504,0.457,0.977,5.981,-1.221
0.712,0.516,0.446,1.160,5.127,-2.075
0.716,0.512,0.439,0.732,4.700,-2.991
0.734,0.482,0.437,-0.122,1.587,-5.310
0.751,0.448,0.431,0.000,0.366,-6.348
0.753,0.448,0.451,2.441,0.244,-4.456
0.747,0.461,0.458,4.822,1.404,-3.906
0.742,0.454,0.442,6.775,3.174,-3.296
0.735,0.451,0.427,6.470,2.625,-2.747
0.693,0.474,0.438,6.775,1.587,-0.488
0.721,0.485,0.451,7.690,1.160,-1.221
0.711,0.498,0.477,9.094,-2.563,-4.333
0.695,0.510,0.493,7.385,-3.052,-4.883
0.730,0.503,0.510,0.977,-3.479,-5.188
0.734,0.491,0.516,-2.991,-3.967,-3.906
0.722,0.468,0.502,-7.446,-1.221,-2.319
0.729,0.464,0.486,-6.104,1.099,-3.296
0.730,0.457,0.445,-3.235,2.686,-4.761
0.721,0.444,0.426,-2.441,1.953,-5.188
0.736,0.435,0.425,-3.052,3.723,-5.920
0.768,0.426,0.432,-3.418,5.676,-4.089
0.754,0.455,0.468,-0.854,0.427,-1.831
0.753,0.461,0.457,1.526,1.831,-2.136
0.752,0.497,0.426,0.000,3.235,-0.793
0.751,0.475,0.426,-1.587,1.221,-0.610
0.748,0.475,0.429,-2.869,-1.343,-1.221
0.737,0.483,0.452,-2.808,-1.892,-0.916
0.737,0.474,0.474,-3.967,-1.404,-1.709
0.739,0.457,0.482,-4.333,-1.160,-2.075
0.747,0.444,0.488,-5.310,0.305,-0.549
0.741,0.452,0.482,-4.272,1.770,0.366
0.738,0.465,0.475,-3.235,3.845,0.854
0.731,0.481,0.464,-1.831,5.981,0.854
0.724,0.499,0.457,-0.916,8.606,0.610
0.720,0.508,0.439,-0.549,9.399,-0.366
0.731,0.484,0.400,-3.723,7.385,-2.747
0.731,0.474,0.399,-5.432,4.272,-2.625
0.729,0.478,0.417,-6.897,0.916,-2.258
0.731,0.483,0.431,-5.249,1.221,-3.601
0.739,0.472,0.429,-4.395,2.258,-4.211
0.744,0.461,0.423,-4.150,2.930,-4.700
0.751,0.458,0.417,-3.784,3.174,-4.944
0.749,0.474,0.419,-1.648,2.930,-5.249
0.751,0.479,0.417,-0.854,2.747,-5.920
0.752,0.477,0.399,-2.197,1.770,-5.920
0.741,0.484,0.403,-3.479,1.221,-5.493
0.736,0.495,0.410,-4.028,0.183,-6.653
0.742,0.505,0.439,-4.333,0.244,-8.179
0.739,0.497,0.444,-5.737,0.610,-10.620
0.740,0.462,0.448,-9.888,1.892,-10.132
0.755,0.462,0.454,-10.132,2.808,-9.460
0.766,0.466,0.471,-10.132,3.479,-9.827
0.768,0.456,0.470,-11.353,6.287,-10.742
0.771,0.451,0.459,-11.902,8.057,-10.681
0.290,-1.882,-0.460,49.561,-1.221,117.249
0.254,-1.957,-0.435,41.321,-26.489,144.531
0.256,-2.058,-0.312,25.452,-36.987,162.292
0.237,-1.784,-0.265,22.644,-44.373,195.984
0.209,-1.612,-0.289,26.733,-48.401,208.130
0.156,-1.295,-0.281,35.950,-61.401,219.177
0.139,-1.207,-0.205,38.879,-66.711,219.788
0.187,-1.239,-0.089,37.170,-70.923,216.431
0.235,-1.271,-0.065,27.771,-73.547,215.454
0.336,-1.208,0.074,6.104,-78.308,225.586
0.358,-1.158,0.104,5.005,-72.632,229.248
0.360,-1.277,-0.013,21.057,-53.894,225.037
0.427,-1.349,-0.034,36.377,-50.049,221.252
0.402,-1.137,-0.147,60.242,-48.645,238.220
0.383,-0.844,-0.197,64.087,-55.237,253.052
0.233,-0.248,-0.189,46.753,-83.679,270.691
0.184,-0.040,-0.163,28.870,-98.267,268.494
0.251,0.115,0.030,-6.775,-120.056,249.329
0.326,0.030,0.161,-17.883,-125.732,237.244
0.541,-0.572,0.293,-25.024,-109.436,210.449
0.651,-0.878,0.278,-5.188,-88.257,203.064
0.527,-0.672,-0.067,73.425,-38.147,238.953
0.394,-0.273,-0.196,89.355,-33.203,266.418
0.020,0.354,-0.164,63.965,-50.171,301.270
-0.057,0.616,-0.031,42.175,-59.570,304.687
-0.173,0.955,0.374,6.592,-90.454,285.767
-0.196,1.005,0.521,1.465,-90.332,266.785
-0.207,1.027,0.628,15.381,-66.345,224.670
-0.211,1.124,0.614,29.114,-48.645,208.008
-0.290,1.393,0.624,67.383,-20.447,187.073
-0.327,1.563,0.672,87.769,-14.038,171.997
-0.330,1.827,0.862,110.229,-13.306,124.023
-0.308,1.893,0.976,110.718,-9.705,94.543
-0.115,1.750,0.962,86.182,9.399,39.917
0.019,1.565,0.828,57.190,15.625,20.264
0.264,1.179,0.523,-1.038,-3.784,1.038
0.388,0.985,0.387,-19.958,-17.151,-2.869
0.695,0.579,0.177,-34.363,-24.658,-8.118
0.810,0.386,0.080,-25.757,-25.024,-7.263
0.876,0.249,0.002,-1.831,-20.203,3.418
0.851,0.319,0.042,7.446,-11.658,10.620
0.797,0.495,0.201,20.569,6.104,14.221
0.754,0.582,0.271,25.391,11.963,13.611
0.736,0.658,0.407,25.940,14.465,5.249
0.782,0.615,0.453,20.874,13.916,2.075
0.812,0.524,0.474,12.390,12.634,10.437
0.811,0.471,0.503,0.244,5.432,17.212
0.787,0.480,0.540,2.563,2.991,21.301
0.716,0.585,0.564,18.677,10.132,21.118
0.685,0.657,0.519,25.696,15.381,18.982
0.651,0.744,0.481,23.926,18.005,8.789
0.655,0.726,0.455,20.569,15.747,1.770
0.664,0.688,0.373,7.996,9.644,-7.690
0.689,0.575,0.319,0.610,5.188,-11.719
0.756,0.469,0.276,-7.935,-3.723,-12.085
0.812,0.380,0.261,-4.883,-3.296,-6.104
0.798,0.410,0.244,4.578,2.563,4.272
0.751,0.491,0.245,8.606,4.089,5.432
0.730,0.529,0.275,11.169,3.723,5.798
0.689,0.625,0.309,15.503,5.615,5.432
0.694,0.626,0.311,15.930,5.981,2.441
0.703,0.608,0.308,14.954,4.639,-0.610
0.714,0.533,0.312,10.193,0.671,-3.174
0.728,0.513,0.336,7.141,-1.038,-2.869
0.742,0.529,0.358,5.310,-2.075,-0.488
0.765,0.523,0.390,6.836,-0.793,-0.854
0.771,0.503,0.391,8.606,0.977,-2.075
0.774,0.488,0.370,9.766,3.296,-1.892
0.766,0.509,0.360,8.911,3.479,-0.488
0.754,0.548,0.377,6.104,1.648,0.549
0.755,0.528,0.365,5.188,1.038,-1.221
0.760,0.503,0.350,4.517,-0.244,-2.502
0.756,0.500,0.351,3.601,-0.732,-1.709
0.758,0.506,0.370,4.211,-0.977,-1.648
0.762,0.513,0.390,5.310,0.916,-2.686
0.755,0.519,0.386,5.493,2.625,-2.197
0.736,0.544,0.377,4.883,6.470,-1.770
0.733,0.539,0.365,4.822,7.874,-2.930
0.737,0.532,0.353,4.700,8.179,-4.089
0.738,0.535,0.343,4.578,7.874,-4.272
0.738,0.536,0.351,5.432,7.385,-5.798
0.752,0.546,0.355,6.714,7.019,-7.568
0.761,0.539,0.342,6.470,7.202,-8.545
0.762,0.553,0.323,3.052,5.676,-6.958
0.761,0.547,0.311,1.526,4.456,-6.897
0.773,0.512,0.307,-0.427,1.038,-8.545
0.790,0.481,0.312,-2.991,0.122,-7.080
0.780,0.499,0.337,-0.977,0.305,-4.578
0.765,0.499,0.352,-0.061,0.916,-4.395
0.764,0.514,0.363,0.732,1.587,-4.089
0.755,0.543,0.375,1.831,2.686,-4.272
0.755,0.534,0.370,1.038,2.563,-5.310
0.764,0.511,0.364,-2.136,1.770,-6.897
0.767,0.512,0.361,-2.319,1.587,-7.019
0.773,0.521,0.359,-1.465,2.258,-7.812
0.774,0.516,0.342,-1.465,3.235,-8.667
0.777,0.518,0.341,-4.150,5.493,-9.094
0.770,0.516,0.325,-4.639,7.202,-8.606
0.764,0.497,0.300,-5.188,7.019,-8.545
0.765,0.503,0.298,-4.456,5.737,-8.423
0.768,0.514,0.305,-3.967,4.211,-10.010
0.779,0.513,0.310,-5.005,3.967,-10.498
0.791,0.503,0.318,-9.094,2.441,-10.498
0.791,0.470,0.314,-9.583,1.953,-10.742
0.796,0.448,0.310,-8.301,1.892,-8.911
0.812,0.451,0.314,-5.432,2.136,-8.362
0.810,0.461,0.314,-2.930,2.380,-7.996
0.813,0.483,0.298,0.732,3.357,-9.338
0.819,0.479,0.302,-0.183,2.808,-9.766
0.815,0.469,0.308,-2.502,1.099,-6.531
0.802,0.495,0.334,-5.798,1.038,-4.944
0.804,0.515,0.360,-6.592,1.465,-4.700
0.794,0.552,0.393,-9.277,4.700,-6.531
0.779,0.557,0.395,-11.169,7.080,-9.155
0.774,0.556,0.386,-13.672,10.620,-13.367
0.768,0.549,0.350,-14.465,11.597,-14.465
0.763,0.529,0.327,-15.442,11.963,-17.456
0.781,0.499,0.313,-15.686,11.658,-18.494
0.787,0.494,0.298,-14.709,11.963,-19.287
-0.229,1.421,1.081,93.933,-32.715,162.659
-0.245,1.541,1.091,108.276,-12.329,139.954
-0.224,1.715,0.952,115.234,17.456,93.872
-0.166,1.758,0.814,100.830,23.499,71.289
-0.020,1.655,0.542,57.251,20.325,29.175
0.065,1.476,0.441,37.231,12.695,9.460
0.315,1.059,0.282,13.916,-4.700,-21.851
0.482,0.810,0.253,8.789,-11.108,-33.813
0.672,0.262,0.210,-4.822,-22.461,-47.729
1.012,-0.017,0.226,-10.437,-25.513,-46.997
1.225,-0.302,0.207,-8.240,-22.644,-23.132
1.246,-0.293,0.203,-2.991,-19.897,-8.606
1.194,-0.005,0.195,4.883,-12.939,21.118
1.104,0.146,0.219,8.179,-13.123,32.043
0.985,0.344,0.250,12.085,-6.714,30.518
0.950,0.353,0.261,11.292,-5.493,26.794
0.909,0.370,0.330,0.427,-6.958,30.945
0.804,0.457,0.374,-3.479,-7.263,36.438
0.662,0.685,0.424,-1.404,-3.723,36.621
0.616,0.748,0.419,0.366,-0.977,29.907
0.628,0.795,0.359,-4.028,7.690,12.329
0.647,0.722,0.357,-3.662,8.728,4.272
0.671,0.642,0.342,0.854,1.465,-11.963
0.772,0.448,0.243,1.404,10.132,-16.479
0.853,0.343,0.206,-0.671,-8.545,-25.940
0.942,0.188,0.155,2.747,1.282,-22.156
0.961,0.156,0.120,2.991,1.160,-17.700
0.972,0.177,0.139,-1.160,-7.507,-7.751
0.948,0.249,0.161,-2.747,-13.062,-0.854
0.910,0.360,0.223,-2.014,-13.367,0.183
0.878,0.392,0.263,-1.221,-12.024,-0.671
0.846,0.430,0.318,2.197,-9.827,-2.014
0.847,0.426,0.321,5.066,-4.639,-7.385
0.869,0.372,0.322,7.385,-3.662,-8.789
0.863,0.378,0.297,10.132,-1.709,-7.263
0.877,0.335,0.279,8.728,-2.991,-7.507
0.888,0.316,0.283,4.883,-4.089,-6.226
0.905,0.315,0.303,-4.578,-7.141,-1.831
0.908,0.317,0.340,-6.165,-7.141,-0.061
0.903,0.331,0.350,-4.517,-5.005,0.610
0.888,0.357,0.351,0.977,0.977,0.793
0.855,0.396,0.306,3.540,4.395,-0.916
0.846,0.375,0.281,4.517,6.531,-3.113
0.844,0.366,0.261,5.798,7.141,-4.456
0.846,0.373,0.252,7.690,6.470,-4.761
0.875,0.301,0.243,6.287,4.272,-7.568
0.897,0.281,0.252,4.089,2.258,-7.202
0.908,0.269,0.273,3.113,-0.061,-4.395
0.903,0.278,0.282,3.845,0.366,-2.991
0.895,0.310,0.274,6.592,2.808,-1.282
0.872,0.345,0.263,7.568,3.845,-1.465
0.858,0.362,0.260,8.789,4.944,-2.380
0.850,0.384,0.238,8.728,5.249,-3.479
0.854,0.338,0.251,5.249,2.502,-5.188
0.875,0.329,0.264,3.174,0.305,-4.944
0.880,0.327,0.277,0.793,-1.648,-4.639
0.891,0.345,0.304,0.305,-3.052,-4.395
0.893,0.340,0.298,3.784,-1.038,-5.920
0.893,0.329,0.281,5.554,0.244,-6.165
0.887,0.325,0.252,7.507,1.831,-5.676
0.884,0.332,0.249,9.644,2.502,-5.127
0.880,0.333,0.233,11.047,2.747,-5.127
0.886,0.310,0.222,8.850,-0.305,-5.432
0.893,0.288,0.224,6.348,-4.089,-4.517
0.901,0.297,0.264,3.357,-5.371,-3.784
0.906,0.307,0.281,3.174,-5.432,-3.540
0.905,0.306,0.299,5.432,-3.784,-3.906
0.900,0.312,0.290,7.141,-1.953,-3.967
0.891,0.313,0.261,8.850,0.427,-4.089
0.887,0.314,0.251,6.897,-0.793,-3.601
0.887,0.317,0.266,5.737,-2.197,-3.601
0.889,0.320,0.280,4.639,-2.869,-3.601
0.903,0.323,0.303,4.211,-2.808,-3.784
0.909,0.292,0.315,5.737,-0.671,-4.578
0.909,0.275,0.303,6.348,0.854,-4.211
0.919,0.283,0.280,4.578,2.014,-2.563
0.901,0.290,0.277,2.808,1.770,-2.075
0.903,0.281,0.273,2.991,1.892,-1.587
0.887,0.312,0.265,4.272,1.892,-1.587
0.880,0.313,0.255,4.822,2.014,-3.235
0.864,0.329,0.242,5.981,1.343,-3.784
0.860,0.322,0.238,6.531,1.099,-4.456
0.857,0.302,0.237,6.836,-1.038,-6.287
0.863,0.307,0.255,6.042,-2.747,-6.653
0.872,0.331,0.282,3.479,-4.333,-6.592
0.880,0.330,0.293,2.258,-4.272,-8.545
0.890,0.316,0.289,2.441,-3.845,-9.399
0.894,0.287,0.277,3.784,-1.953,-11.475
0.901,0.274,0.271,4.272,-0.671,-12.024
0.897,0.265,0.274,4.517,-0.305,-12.146
0.891,0.281,0.257,5.371,1.587,-11.230
0.878,0.289,0.240,6.348,2.319,-11.230
0.873,0.302,0.226,7.019,2.380,-11.719
0.866,0.311,0.220,8.484,2.380,-11.902
0.863,0.318,0.221,10.254,0.671,-14.893
0.856,0.295,0.213,10.376,1.038,-16.357
0.846,0.282,0.238,10.498,-1.038,-17.151
0.857,0.303,0.264,9.888,-2.869,-16.663
0.872,0.261,0.267,3.845,-4.456,-19.531
0.894,0.238,0.288,1.343,-5.066,-21.301
0.903,0.203,0.288,2.991,-3.906,-21.240
0.916,0.207,0.272,4.395,-0.488,-20.447
0.924,0.190,0.255,4.761,1.038,-20.203
0.919,0.180,0.248,6.287,2.441,-20.020
0.926,0.177,0.234,10.559,3.906,-19.714
0.925,0.194,0.224,12.329,3.601,-18.799
0.928,0.228,0.224,11.353,2.502,-18.066
0.933,0.237,0.236,9.644,2.014,-18.066
0.931,0.211,0.258,4.395,3.113,-20.630
0.912,0.202,0.259,2.014,5.920,-22.583
0.922,0.155,0.243,1.160,9.705,-23.926
0.954,0.075,0.238,1.221,7.690,-21.729
0.970,0.090,0.247,3.967,5.737,-14.282
0.955,0.107,0.196,14.587,7.874,-12.207
0.946,0.116,0.177,16.541,8.545,-8.667
0.931,0.138,0.186,15.930,7.263,-7.080
0.929,0.164,0.199,15.625,5.005,-7.080
0.955,0.180,0.229,12.878,2.563,-7.812
0.943,0.210,0.252,9.094,4.333,-8.972
0.399,-1.601,0.612,12.878,50.720,53.284
0.419,-1.649,0.638,8.789,56.946,63.904
0.419,-1.687,0.613,-4.456,66.589,86.731
0.372,-1.801,0.598,-12.817,68.420,96.924
0.340,-1.940,0.589,-28.687,66.650,118.469
0.315,-2.180,0.752,-32.837,65.247,131.165
0.351,-2.254,0.848,-31.860,68.665,147.827
0.368,-2.075,1.063,-24.048,87.524,185.242
0.360,-1.909,1.061,-20.813,103.149,200.562
0.351,-1.548,0.779,-42.419,139.709,223.511
0.330,-1.437,0.481,-67.993,155.640,229.431
0.338,-1.242,0.223,-108.093,162.903,228.943
0.332,-1.015,-0.153,-114.441,151.855,224.365
0.371,-0.991,-0.340,-113.770,141.602,220.703
0.550,-1.052,-0.245,-91.125,113.037,207.092
0.666,-1.004,-0.079,-70.679,100.586,206.604
0.586,-1.028,0.141,-63.171,73.242,213.623
0.437,-0.857,0.284,-75.867,80.627,218.567
0.342,-0.638,0.312,-78.491,109.558,242.371
0.064,-0.129,0.213,-66.040,125.488,257.263
-0.005,0.101,0.089,-41.138,143.433,268.799
-0.079,0.393,-0.258,37.109,167.847,280.151
-0.024,0.442,-0.353,72.205,168.091,281.128
0.084,0.447,-0.520,100.525,153.015,270.142
0.153,0.495,-0.529,86.182,144.531,256.836
0.200,0.518,-0.518,54.810,130.615,243.591
0.184,0.678,-0.392,-17.151,72.266,218.323
0.187,0.738,-0.324,-34.851,64.880,204.224
0.187,0.782,-0.338,-31.860,74.402,195.740
0.144,0.880,-0.365,-20.874,72.693,193.542
0.113,0.921,-0.380,-11.292,70.007,190.063
0.095,1.088,-0.470,-5.066,74.219,177.612
0.089,1.191,-0.518,-10.498,72.449,166.565
0.099,1.286,-0.620,-25.269,59.387,130.981
0.178,1.429,-0.639,-33.569,53.101,106.323
0.253,1.424,-0.601,-40.710,44.189,78.674
0.440,1.152,-0.552,-29.968,20.447,32.593
0.531,0.947,-0.528,-14.282,7.446,15.869
0.702,0.596,-0.468,9.155,3.174,15.381
0.770,0.500,-0.431,10.132,-0.916,16.418
0.868,0.422,-0.390,2.197,-7.202,18.005
0.890,0.412,-0.376,-1.709,-14.160,19.043
0.907,0.429,-0.335,-1.038,-15.808,19.165
0.904,0.439,-0.337,-2.869,-20.020,17.456
0.858,0.438,-0.285,-4.456,-22.705,17.822
0.769,0.469,-0.226,-5.371,-22.095,22.217
0.721,0.516,-0.202,-4.578,-19.958,25.269
0.680,0.645,-0.187,-1.831,-11.108,27.344
0.683,0.681,-0.210,2.258,-6.897,22.095
0.712,0.665,-0.284,7.202,-4.150,17.700
0.709,0.636,-0.301,6.104,-6.165,13.794
0.694,0.614,-0.243,4.944,-9.094,10.559
0.715,0.591,-0.216,6.470,-7.629,9.583
0.740,0.519,-0.194,8.362,-6.653,7.141
0.771,0.486,-0.202,7.568,-4.089,5.737
0.818,0.443,-0.213,0.000,-1.709,5.371
0.822,0.431,-0.204,-3.174,-1.465,6.531
0.802,0.457,-0.244,-4.395,2.258,10.010
0.779,0.505,-0.266,-6.165,3.540,11.597
0.732,0.616,-0.282,-4.700,1.526,13.123
0.713,0.645,-0.291,-0.244,-0.183,12.756
0.704,0.639,-0.278,12.268,-1.953,9.705
0.724,0.618,-0.314,15.137,-1.038,6.592
0.746,0.577,-0.318,6.348,-3.906,-0.366
0.759,0.568,-0.297,0.549,-5.310,-3.174
0.767,0.532,-0.263,-4.089,-6.836,-6.836
0.779,0.520,-0.237,-4.089,-5.676,-7.690
0.795,0.504,-0.229,3.723,-2.380,-4.150
0.797,0.499,-0.225,7.385,-1.221,-2.319
0.808,0.500,-0.245,5.859,1.465,-0.671
0.802,0.514,-0.245,2.625,1.526,-0.793
0.779,0.569,-0.231,0.977,1.343,-0.122
0.776,0.581,-0.221,3.418,1.831,0.122
0.773,0.575,-0.250,5.127,2.563,-1.038
0.775,0.570,-0.260,1.831,1.648,-2.625
